Id,Class,ECD (um),Count,O Wt%,Na Wt%,Mg Wt%,Si Wt%,P Wt%,S Wt%,Cl Wt%,Ca Wt%,Cu Wt%,K Wt%,Al Wt%,Cr Wt%,Fe Wt%,Ti Wt%,Zn Wt%
262,Sea aerosol (Cl),1.130582571,57731.0,56.78634644,25.89359283,0.0,0.0,0.0,0.0,17.32005328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,Sea aerosol (Cl),0.803390491,55384.0,61.08686924,22.4473387,1.886564121,0.0,0.0,0.0,14.57922757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,Sea aerosol (Cl),1.105109356,57259.0,56.11704588,24.93204474,1.578227803,0.0,0.0,0.0,17.37267673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Sea aerosol (Cl),0.961176245,56809.0,56.8375349,24.13012236,2.717179805,0.0,0.0,0.0,16.31516367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,Sea aerosol (Cl),0.807319074,58699.0,78.26257348,18.84599179,0.0,0.0,0.0,0.0,2.891436405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,Sea aerosol (Cl),0.799442602,53691.0,63.54204416,21.66313529,0.0,0.0,0.0,0.0,14.79482204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,Sea aerosol (Cl),0.762992932,62036.0,77.69345641,19.30866987,0.0,0.0,0.0,0.0,2.997873351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Sea aerosol (Cl),0.795475121,62253.0,61.57210469,22.0186919,2.147196606,0.0,0.0,0.0,14.26201165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,Oxygen only,0.818991763,53736.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,Sea aerosol (Cl),0.871399335,56031.0,59.31035876,22.69434184,1.950259693,0.0,0.0,0.0,16.04504585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,Oxygen only,1.193212681,57344.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,Sea aerosol (Cl),1.049303751,62106.0,68.78731847,20.342803,2.769643627,0.0,0.0,0.0,8.100228757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,Sea aerosol (Cl),0.993548107,55919.0,61.47575378,23.23222756,1.730038598,0.0,0.0,0.0,13.56198639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,Gypsium,1.015594648,53455.0,88.65645528,0.0,0.0,0.0,0.0,5.381608009,0.0,5.96194081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,Sea aerosol (Cl),0.875022633,55002.0,69.46527958,20.68790346,2.042872459,0.0,0.0,0.0,7.803949714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,Sea aerosol (Cl),1.021806294,57711.0,58.00794959,24.96136427,0.0,0.0,0.0,0.0,15.63816518,0.0,1.392522454,0.0,0.0,0.0,0.0,0.0,0.0
278,Sea aerosol (Cl),0.803390491,58605.0,68.07460189,19.17405277,2.345081978,0.0,0.0,0.0,10.40625796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Sea aerosol (Cl),0.767128425,60771.0,63.36115599,20.63851506,2.638520487,0.0,0.0,0.0,13.36180717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Sillica mixtures ,0.845601652,59047.0,92.97850728,0.0,0.0,3.057806008,0.0,0.0,3.963690996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,Oxygen only,1.182558783,59606.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Sea aerosol (Cl),0.944574371,55406.0,56.47161603,26.22072399,0.0,0.0,0.0,0.0,17.30766445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,Sea aerosol (Cl),0.875022633,54851.0,58.15550089,23.74175489,2.245829999,0.0,0.0,0.0,15.85690826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,Sea aerosol (Cl),1.061296183,53140.0,56.44007921,25.92769563,0.0,0.0,0.0,0.0,17.63222218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,Sea aerosol (Cl),0.841851737,54593.0,59.83046293,24.91740584,0.0,0.0,0.0,0.0,15.25212973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,Sea aerosol (Cl),0.892918608,52593.0,59.41349864,24.41849262,0.0,0.0,0.0,0.0,16.16801471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,Sea aerosol (Cl),0.754653961,53246.0,65.13826251,21.15757912,1.909723319,0.0,0.0,0.0,11.79443151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,Sea aerosol (Cl),0.775333241,55263.0,61.55500412,23.43102545,0.0,0.0,0.0,0.0,15.0139764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,Aged Sea Aerosol,0.899977363,62037.0,73.04234505,9.989064187,4.170691222,0.0,0.0,5.596049875,4.136187583,3.065662645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,Sea aerosol (Cl),0.787480193,61117.0,68.87463331,21.10931426,0.0,0.0,0.0,0.0,10.01605466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,Sea aerosol (Cl),1.079034952,58244.0,56.72261119,24.53986853,0.0,0.0,0.0,0.0,17.07625985,0.0,1.661259308,0.0,0.0,0.0,0.0,0.0,0.0
293,Sea aerosol (Cl),0.77940326,60737.0,73.60524535,17.92085618,0.0,0.0,0.0,0.0,5.965494365,0.0,2.508400008,0.0,0.0,0.0,0.0,0.0,0.0
294,Sea aerosol (Cl),0.826681995,54558.0,59.74808931,22.93593138,1.845807396,0.0,0.0,0.0,15.47017395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,Gypsium,0.834301345,60152.0,90.24441242,0.0,0.0,0.0,0.0,4.520333558,0.0,5.235251039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,Sea aerosol,2.639491457,58483.0,90.8239603,6.306199729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.869841084,0.0,0.0,0.0
298,Sea aerosol (Cl),0.961176245,60642.0,73.41020703,19.81634945,0.0,0.0,0.0,0.0,6.77344799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,Sea aerosol (Cl),1.046284166,59391.0,56.93771839,23.49063009,2.474452369,0.0,0.0,0.0,17.09720343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,Sea aerosol (Cl),0.95787889,55220.0,58.65150094,24.21743721,1.727190986,0.0,0.0,0.0,15.40387571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,Sea aerosol (Cl),0.920829026,57594.0,58.37583542,25.69865286,0.0,0.0,0.0,0.0,15.92551023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,Oxygen only,1.352307705,60195.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,Sea aerosol (Cl),0.889368222,53824.0,59.88298059,24.04779643,0.0,0.0,0.0,0.0,16.06922448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,Sea aerosol (Cl),0.849335011,51984.0,59.0634644,24.81142282,0.0,0.0,0.0,0.0,16.1251083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,Sea aerosol (Cl),0.856752925,52947.0,60.0846529,23.81051779,1.954709366,0.0,0.0,0.0,14.15011883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,Sea aerosol (Cl),0.996727469,57649.0,57.64353871,25.80665052,0.0,0.0,0.0,0.0,16.54981077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,Sea aerosol (Cl),0.864107162,54549.0,58.32941532,24.43427294,2.301742882,0.0,0.0,0.0,14.93457407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,Sea aerosol (Cl),0.937851336,52414.0,63.73916268,21.18040025,2.296170965,0.0,0.0,0.0,12.78426647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,Sea aerosol (Cl),0.807319074,53583.0,59.1349721,22.48599529,2.051679604,0.0,0.0,0.0,14.34546709,0.0,1.981893927,0.0,0.0,0.0,0.0,0.0,0.0
310,Sea aerosol (Cl),0.871399335,56596.0,58.49383473,23.36754203,2.421965264,0.0,0.0,0.0,15.71666896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,Sea aerosol (Cl),0.867760909,52716.0,62.35346794,20.43117583,2.609683387,0.0,0.0,0.0,14.60567266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,Oxygen only,0.803390491,54246.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,Sea aerosol (Cl),0.758834901,60421.0,62.95893788,22.46609926,0.0,0.0,0.0,0.0,14.57496136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,Sea aerosol (Cl),1.04325584,61699.0,70.86467743,20.56944966,0.0,0.0,0.0,1.030871272,7.535000145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,Sea aerosol (Cl),0.906981184,52050.0,64.11827207,18.67683828,2.998231538,0.0,0.0,0.0,14.20665085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,Sea aerosol (Cl),0.864107162,53900.0,62.02872396,22.80410975,0.0,0.0,0.0,0.0,15.16716331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,Sea aerosol (Cl),0.799442602,55258.0,61.87999845,22.69700766,1.714517921,0.0,0.0,0.0,13.70847821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,Gypsium,0.856752925,61008.0,87.73507476,0.0,0.0,0.0,0.0,6.19136095,0.0,6.073558703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,Sea aerosol (Cl),0.878630989,52188.0,59.34904218,24.65866804,0.0,0.0,0.0,0.0,15.9922868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,Sea aerosol (Cl),0.951249891,53972.0,56.24883771,24.81089681,2.355666272,0.0,0.0,0.0,16.58459753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,Sea aerosol (Cl),0.924258568,54127.0,58.7957859,23.81989211,1.896837354,0.0,0.0,0.0,15.48747867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,Sea aerosol (Cl),0.927675432,51893.0,67.17960238,22.45563865,1.978076063,0.0,0.0,0.0,8.386687189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,Sea aerosol (Cl),0.799442602,54590.0,61.33049726,22.15930223,2.170752361,0.0,0.0,0.0,14.33944702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,Sea aerosol (Cl),0.845601652,61813.0,64.56654668,20.79203129,1.957475208,0.0,0.0,0.0,12.68394291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,Sea aerosol (Cl),1.130582571,54697.0,72.71209359,19.96603757,2.048453502,0.0,0.0,0.0,5.273419619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,Sea aerosol (Cl),0.826681995,55043.0,59.66962576,24.97426122,0.0,0.0,0.0,0.0,15.35610706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,Sea aerosol (Cl),0.807319074,60404.0,62.96809316,22.82353044,0.0,0.0,0.0,0.0,14.2083779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,Sea aerosol (Cl),0.885803606,53583.0,54.50952649,25.03352761,2.947828174,0.0,0.0,0.0,17.50910729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,Sea aerosol (Cl),0.947918007,56976.0,58.25776458,26.17834806,0.0,0.0,0.0,0.0,15.56389183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,Oxygen only,0.783452135,59435.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,Sea aerosol (Cl),0.799442602,61796.0,60.97786427,23.56797308,0.0,0.0,0.0,0.0,15.45416117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,Aluminosillicates,0.77940326,59432.0,85.07016301,0.0,0.0,5.566556752,0.0,0.0,0.0,0.0,0.0,0.0,6.850720942,0.0,2.51255054,0.0,0.0
333,Sea aerosol (Cl),0.849335011,52581.0,62.79752254,23.49255681,0.0,0.0,0.0,0.0,13.70992362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,False Si ,0.787480193,56878.0,92.90595651,0.0,0.0,7.094036043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,Sea aerosol (Cl),1.064273177,54311.0,59.00518894,24.01505411,2.122198418,0.0,0.0,0.0,14.85755295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,Sea aerosol (Cl),0.783452135,53399.0,59.81357098,24.18973297,0.0,0.0,0.0,0.0,13.8270393,0.0,2.169657685,0.0,0.0,0.0,0.0,0.0,0.0
337,Sea aerosol (Cl),0.758834901,55463.0,62.96412945,21.08195722,1.847188734,0.0,0.0,0.0,14.10672814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,Sea aerosol (Cl),0.754653961,57952.0,73.73085022,16.8887794,0.0,0.0,0.0,0.0,9.380368888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,Sea aerosol (Cl),0.754653961,60329.0,77.27593184,15.33802301,0.0,0.0,0.0,0.0,7.386045903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,Sillica mixtures ,0.97100113,60738.0,84.86503959,0.0,0.0,5.642795935,0.0,4.021534324,0.0,0.0,0.0,1.457610913,2.076205611,0.0,1.936814561,0.0,0.0
341,Sea aerosol (Cl),0.860437901,53053.0,64.40556645,21.76177353,0.0,0.0,0.0,0.0,13.83266002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,Sea aerosol (Cl),0.834301345,55322.0,64.46478963,20.40025443,2.425782569,0.0,0.0,0.0,12.7091676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,Sea aerosol (Cl),0.834301345,61730.0,59.02876854,25.6760478,0.0,0.0,0.0,0.0,15.29518366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,Aged Sea Aerosol,1.024897999,61004.0,67.46183038,19.11580712,0.0,0.0,0.0,2.298593521,11.12375855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,Sea aerosol (Cl),0.767128425,58522.0,66.05151296,22.08305746,0.0,0.0,0.0,0.0,11.86543182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,Oxygen only,0.811228633,59702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,Sea aerosol (Cl),0.818991763,60958.0,65.4720068,22.92566001,0.0,0.0,0.0,0.0,11.60233095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,Sea aerosol (Cl),0.758834901,60834.0,63.43678236,21.77997679,0.0,0.0,0.0,0.0,14.78324234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,Sillica mixtures ,1.280196051,54827.0,75.75753927,11.28421724,0.0,6.878828257,0.0,6.079411879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,Sea aerosol (Cl),0.754653961,53242.0,64.08026218,21.39446735,0.0,0.0,0.0,0.0,14.52527344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,Sea aerosol (Cl),0.758834901,52709.0,69.19807792,21.28953189,2.125915885,0.0,0.0,0.0,7.386478782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,Sea aerosol (Cl),0.775333241,54048.0,61.83881164,22.18967378,2.085829899,0.0,0.0,0.0,13.88568729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,Sea aerosol (Cl),0.931079757,57394.0,57.0736289,24.66342449,1.787165366,0.0,0.0,0.0,16.47578627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,Sea aerosol (Cl),0.783452135,57219.0,72.09703326,17.43007749,0.0,0.0,0.0,0.0,10.47288626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,Sea aerosol (Cl),0.845601652,53747.0,58.57058167,26.00423992,0.0,0.0,0.0,0.0,15.42517692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,Sea aerosol (Cl),0.856752925,60253.0,71.2318778,19.6233511,0.0,0.0,0.0,0.0,9.144765139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,Sea aerosol (Cl),0.924258568,60204.0,72.06519246,16.25731289,3.781345114,0.0,0.0,0.599943474,7.296207547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,Sea aerosol (Cl),0.853052031,54317.0,61.20297909,22.35649973,2.22093612,0.0,0.0,0.0,14.21958506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,Sea aerosol (Cl),0.822845863,62716.0,62.44559288,23.05252403,0.0,0.0,0.0,0.0,14.50187862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,Oxygen only,2.635892967,55998.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,Aluminosillicates,2.557919487,54593.0,79.84135747,0.0,2.214391902,9.799981862,0.0,0.0,0.0,0.0,0.0,2.597230114,5.547038093,0.0,0.0,0.0,0.0
362,Sillica mixtures ,0.875022633,59321.0,85.03023982,0.0,0.0,7.187344879,0.0,0.0,0.0,0.0,0.0,2.927671187,4.85474281,0.0,0.0,0.0,0.0
363,Sea aerosol (Cl),1.037172664,54542.0,54.33104038,28.60375345,0.0,0.0,0.0,0.0,17.06520766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,No Classification,0.77940326,55569.0,84.81982946,4.709281027,0.0,0.0,0.0,3.628420085,3.617180884,3.225297853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,Aged Sea Aerosol,0.987158664,58002.0,64.2570138,16.95455909,2.005945332,0.0,0.0,1.495733391,11.86635718,0.0,0.0,0.0,0.0,0.0,3.420392796,0.0,0.0
366,Sea aerosol (Cl),0.807319074,61058.0,65.18184543,22.82742262,0.0,0.0,0.0,0.0,11.99072674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,Oxygen only,0.896454934,57294.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,Sea aerosol (Cl),0.864107162,55637.0,56.35935664,24.17102903,1.904375106,0.0,0.0,0.0,17.56523699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,Sea aerosol (Cl),0.95787889,54013.0,57.58794546,25.93531013,0.0,0.0,0.0,0.0,16.47675186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,Sea aerosol (Cl),0.853052031,54627.0,60.00902057,23.89902174,0.0,0.0,0.0,0.0,16.09196514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,Ca rich+NaCl,1.166395488,54187.0,80.43162227,4.833300784,0.0,0.0,0.0,4.856132343,4.92537953,4.953561723,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,Sea aerosol (Cl),0.896454934,61381.0,60.61269641,22.86251783,2.087844163,0.0,0.0,0.0,14.43693787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,Sea aerosol (Cl),0.871399335,59143.0,62.22416759,24.45029765,0.0,0.0,0.0,0.0,13.32553625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,Aged Sea Aerosol,0.803390491,52980.0,66.38482213,22.60854691,0.0,0.0,0.0,1.718422398,9.288211912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,Sea aerosol (Cl),0.924258568,52792.0,57.96943903,23.11988026,2.509578317,0.0,0.0,0.0,13.99734467,0.0,2.403756045,0.0,0.0,0.0,0.0,0.0,0.0
376,Sea aerosol (Cl),0.924258568,59412.0,68.98312569,17.52040386,2.520743944,0.0,0.0,0.0,10.97573265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,Sea aerosol (Cl),0.77940326,54304.0,64.7877872,22.72084504,0.0,0.0,0.0,0.0,12.49137446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,Sea aerosol (Cl),1.209017511,55635.0,57.97324181,24.32625741,0.0,0.0,0.0,0.0,17.70050228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,Sea aerosol (Cl),0.954570145,62342.0,60.15896201,22.99649417,2.212624624,0.0,0.0,0.0,14.63191956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,Gypsium,0.830500408,61914.0,89.48258758,0.0,0.0,0.0,0.0,4.654481634,1.720015518,4.142911732,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,Sea aerosol (Cl),0.871399335,60049.0,59.97490287,22.22749591,1.870949194,0.0,0.0,0.0,15.92664719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,Sea aerosol (Cl),0.811228633,52423.0,62.67197728,21.0403651,2.53750775,0.0,0.0,0.0,13.75015378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,Sea aerosol (Cl),0.931079757,55061.0,54.36653495,25.77488422,1.909187436,0.0,0.0,0.0,17.94939637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,Sea aerosol (Cl),0.967737252,55461.0,60.74806452,22.62689322,2.686383203,0.0,0.0,0.0,13.93865645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,Aged Sea Aerosol,1.046284166,55829.0,85.95475554,6.761313975,0.0,0.0,0.0,4.891647026,2.392282337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,Oxigen+Cu(trace),0.81511944,53133.0,90.95667601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.043323249,0.0,0.0,0.0,0.0,0.0,0.0
387,Aged Sea Aerosol,0.783452135,59366.0,83.00479054,8.87298733,0.0,0.0,0.0,3.716964275,0.0,0.0,4.405258223,0.0,0.0,0.0,0.0,0.0,0.0
388,Aged Sea Aerosol,0.845601652,59218.0,76.79280043,14.51695859,2.200454287,0.0,0.0,1.829939336,4.659853876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,Sillica mixtures ,1.201141092,55682.0,85.02227068,0.0,0.0,9.216288477,0.0,0.0,0.0,0.0,0.0,1.263541542,2.094935998,0.0,2.402959019,0.0,0.0
390,Sillica mixtures ,0.906981184,54937.0,87.13443875,5.369456857,0.0,6.89579621,0.0,0.0,0.0,0.0,0.0,0.0,0.600313209,0.0,0.0,0.0,0.0
391,Aged Sea Aerosol,0.964462328,55593.0,69.83190179,22.20630199,0.0,0.0,0.0,7.96180442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,Sea aerosol (Cl),0.838085044,53973.0,60.22651792,23.47528785,1.919856481,0.0,0.0,0.0,14.37833905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Sea aerosol (Cl),0.853052031,56008.0,58.88925791,24.78038818,0.0,0.0,0.0,0.0,16.33035541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,Sea aerosol (Cl),0.853052031,59502.0,74.79943037,18.28181595,0.0,0.0,0.0,1.346075535,5.572676286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,Sea aerosol (Cl),0.77940326,60164.0,64.35468793,20.35682201,2.206430212,0.0,0.0,0.0,13.0820632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,Oxygen only,0.885803606,55823.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,Sea aerosol (Cl),0.795475121,60890.0,59.68065858,23.125422,2.102588303,0.0,0.0,0.0,15.09132385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,Sea aerosol (Cl),0.787480193,53320.0,58.5150063,25.3457427,0.0,0.0,0.0,0.0,16.13924354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,Sea aerosol (Cl),0.871399335,53686.0,62.00249195,25.26214123,0.0,0.0,0.0,0.0,12.73536682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,Sea aerosol (Cl),1.040218699,53581.0,56.96255565,23.91264439,1.774960384,0.0,0.0,0.0,17.34983325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,Sea aerosol (Cl),0.807319074,61834.0,64.18330669,22.20069468,0.0,0.0,0.0,0.0,13.61599714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,Sea aerosol (Cl),0.93447168,62261.0,63.8255775,21.42840922,2.062197402,0.0,0.0,0.0,12.68381774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,Sea aerosol (Cl),0.762992932,61416.0,66.46946669,21.44775689,0.0,0.0,0.0,0.0,12.08277419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,Sea aerosol (Cl),0.838085044,55888.0,60.00293493,22.91177511,1.684179716,0.0,0.0,0.0,15.4011175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,Aluminosillicates,2.00453417,57354.0,75.09250641,0.0,1.992622577,10.58733761,0.0,0.0,0.831507891,0.0,0.0,3.123591654,8.372429758,0.0,0.0,0.0,0.0
407,Sea aerosol (Cl),0.90348606,55509.0,66.13172889,22.21235931,1.991564222,0.0,0.0,0.0,9.664345533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,Sea aerosol (Cl),0.871399335,53230.0,60.41920185,24.93239194,0.0,0.0,0.0,0.0,14.64840174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,Sea aerosol (Cl),0.818991763,62496.0,66.36193991,22.84685969,0.0,0.0,0.0,0.0,10.79119891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,Sillica mixtures ,1.993454939,61121.0,82.24185109,0.0,0.0,13.41946125,0.0,0.0,0.0,0.0,0.0,0.649419846,2.27532275,0.0,1.413949113,0.0,0.0
412,Sea aerosol (Cl),0.864107162,55991.0,62.28931546,24.62183237,0.0,0.0,0.0,0.0,13.08884919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,Sea aerosol (Cl),0.924258568,61903.0,62.49027252,23.01697135,0.0,0.0,0.0,0.0,14.49275017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,Sea aerosol (Cl),0.826681995,56034.0,71.96641564,21.33518457,0.0,0.0,0.0,0.0,6.698405743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,Sea aerosol (Cl),1.070202321,52216.0,62.37201691,22.78262377,1.917887479,0.0,0.0,0.0,12.92747706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,Metallic Cr,0.892918608,58540.0,91.85587764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.144120872,0.0,0.0,0.0
418,Sea aerosol (Cl),0.775333241,54377.0,62.42200732,24.19130951,0.0,0.0,0.0,0.0,13.3866787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
