Id,Class,ECD (um),Count,O Wt%,Na Wt%,Mg Wt%,Si Wt%,P Wt%,S Wt%,Cl Wt%,Ca Wt%,Cu Wt%,K Wt%,Al Wt%,Cr Wt%,Fe Wt%,Ti Wt%,Zn Wt%
974,Sea aerosol (Cl),0.77940326,54519.0,63.1287396,20.05515844,1.763297431,0.0,0.0,0.0,15.0528118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,Sea aerosol (Cl),0.81511944,61468.0,68.2782352,17.45431125,2.810217999,0.0,0.0,0.0,11.45724282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,Sea aerosol (Cl),0.803390491,62628.0,65.80990553,20.01065612,2.502897196,0.0,0.0,0.0,11.67654172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,Aged Sea Aerosol,0.913931333,60683.0,69.17251945,17.50545502,2.403852902,0.0,0.0,2.517597191,8.400578797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,Sea aerosol (Cl),1.006205281,55227.0,65.26015997,19.42899674,3.075214475,0.0,0.0,0.0,12.23563179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,Sea aerosol (Cl),0.826681995,55294.0,65.30011892,21.72295004,0.0,0.0,0.0,0.0,12.97692955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,Sea aerosol (Cl),0.845601652,54562.0,69.67257857,21.47788554,0.0,0.0,0.0,0.0,8.849527687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,Sea aerosol (Cl),0.81511944,62880.0,64.91782665,20.4203859,1.998557895,0.0,0.0,0.0,12.66322732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,Sea aerosol (Cl),0.799442602,53070.0,70.77167034,19.25635487,0.0,0.0,0.0,0.0,9.97197777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,Sea aerosol (Cl),0.795475121,54499.0,65.11033773,22.4936083,0.0,0.0,0.0,0.0,12.3960577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,Sea aerosol (Cl),0.811228633,53368.0,68.95862222,20.1376304,0.0,0.0,0.0,0.0,10.90374812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,Sea aerosol (Cl),0.762992932,54349.0,53.57112885,24.18721318,2.261772938,0.0,0.0,0.0,19.97988522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,Sea aerosol (Cl),1.037172664,53751.0,65.0488317,21.92361802,0.0,0.0,0.0,0.0,13.02754432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,Sea aerosol (Cl),0.754653961,52614.0,68.60903502,20.21357119,0.0,0.0,0.0,0.0,11.17738709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,Sea aerosol (Cl),0.838085044,53410.0,70.24897933,20.37724555,0.0,0.0,0.0,0.0,9.37378034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,Sea aerosol (Cl),0.856752925,53587.0,57.2157681,25.881055,0.0,0.0,0.0,0.0,16.90318137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,Sea aerosol (Cl),1.185231236,55983.0,59.05692577,23.89358878,1.607181132,0.0,0.0,0.0,15.4423058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,Sea aerosol (Cl),0.818991763,56483.0,63.61128092,21.4805454,2.041241713,0.0,0.0,0.0,12.86692768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,Sea aerosol (Cl),0.775333241,61954.0,70.49266696,18.69814545,0.0,0.0,0.0,0.0,10.80918685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,Sea aerosol (Cl),0.999896722,61335.0,68.29152703,18.43414456,2.234056033,0.0,0.0,0.0,11.04027331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,Sillica mixtures ,0.996727469,52690.0,87.69053817,0.0,0.0,7.571897656,0.0,2.231964469,0.0,2.505594306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,Sea aerosol (Cl),0.762992932,54029.0,71.43432498,18.49505901,0.0,0.0,0.0,0.0,10.07061601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,Sea aerosol (Cl),0.787480193,54890.0,66.01647735,21.33783847,0.0,0.0,0.0,0.0,12.64567971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,Sea aerosol (Cl),0.762992932,57767.0,84.31349397,7.790905237,0.0,0.0,0.0,0.0,7.895605266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,Aged Sea Aerosol,0.803390491,60633.0,86.94526553,7.000716776,0.0,0.0,0.0,6.05401434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,Sea aerosol (Cl),0.795475121,62106.0,63.52883577,21.01870477,2.072001621,0.0,0.0,0.0,13.38045597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,Sea aerosol (Cl),0.987158664,54921.0,65.34600854,21.1729899,2.12449003,0.0,0.0,0.0,11.35651246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,Sea aerosol (Cl),0.937851336,55142.0,60.19175649,22.90597558,2.076316439,0.0,0.0,0.0,13.01482618,0.0,1.811118424,0.0,0.0,0.0,0.0,0.0,0.0
1012,Sea aerosol (Cl),1.155494357,54877.0,64.78791833,22.22037762,2.923093922,0.0,0.0,0.0,10.06860211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,Sea aerosol (Cl),0.841851737,55433.0,68.69673133,20.12618184,0.0,0.0,0.0,0.0,11.17708534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,Sea aerosol (Cl),0.795475121,53640.0,66.83840752,22.03733921,0.0,0.0,0.0,0.0,11.1242637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,Sea aerosol (Cl),0.803390491,52657.0,68.0701673,19.78635937,0.0,0.0,0.0,0.0,12.14347929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,Sea aerosol (Cl),0.81511944,54830.0,66.24956727,21.89593464,0.0,0.0,0.0,0.0,11.85449809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,Sea aerosol (Cl),0.767128425,62651.0,76.02405548,16.64522886,0.0,0.0,0.0,0.0,7.330715656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,Sea aerosol (Cl),0.818991763,55675.0,76.02628469,15.91976732,0.0,0.0,0.0,0.0,8.05394724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,Silica mixtures +NaCl,0.834301345,61716.0,77.37101316,9.951895475,0.0,5.296421796,0.0,0.0,7.380671799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,Sea aerosol (Cl),0.885803606,59935.0,81.43492341,12.08874732,0.0,0.0,0.0,0.0,6.476322562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,Sea aerosol (Cl),0.77940326,54817.0,64.26522136,20.35669833,2.127736621,0.0,0.0,0.0,13.25034052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,Sea aerosol (Cl),0.787480193,55923.0,71.39623761,19.88632828,0.0,0.0,0.0,0.0,8.717440069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,Sea aerosol (Cl),0.803390491,60720.0,69.35607791,18.90824586,0.0,0.0,0.0,0.0,11.73567176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,Sea aerosol (Cl),0.856752925,53983.0,67.15928316,19.51763034,2.735697478,0.0,0.0,0.0,10.58738157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,Sea aerosol (Cl),0.767128425,54063.0,62.9519701,21.96957171,2.243771031,0.0,0.0,0.0,12.83469051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,Sea aerosol (Cl),0.826681995,53665.0,62.28799224,22.60454446,0.0,0.0,0.0,0.0,14.31028694,0.797182601,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,Sea aerosol (Cl),0.767128425,62040.0,64.91639614,21.74480706,0.0,0.0,0.0,0.0,13.3387953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,Sea aerosol (Cl),0.93447168,54667.0,64.04390931,21.5679273,1.91040989,0.0,0.0,0.0,12.47775033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,Sea aerosol (Cl),0.977496193,61745.0,71.75014019,20.33625245,0.0,0.0,0.0,0.324402377,7.589205354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,Sea aerosol (Cl),0.754653961,62345.0,69.38759089,19.62505281,2.067720145,0.0,0.0,0.0,8.91963467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,Sea aerosol (Cl),0.77940326,53223.0,67.57109761,19.4839105,2.274998091,0.0,0.0,0.0,10.66999584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,Sea aerosol (Cl),0.783452135,59670.0,73.90089631,18.82130951,0.0,0.0,0.0,0.0,7.277792692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,Sea aerosol (Cl),1.04325584,55599.0,64.36276436,21.30369991,2.120113,0.0,0.0,0.0,12.21342385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,Aged Sea Aerosol,0.980727595,62422.0,78.87114882,11.02480963,0.0,0.0,0.0,2.866536006,5.186768249,2.050736733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,Sea aerosol (Cl),0.941218856,54432.0,63.75115514,21.97241932,0.0,0.0,0.0,0.0,14.27642852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,Sea aerosol (Cl),0.999896722,55166.0,64.24126625,22.92389572,0.0,0.0,0.0,0.0,12.83483505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1046,Sea aerosol (Cl),0.977496193,53840.0,62.60209084,22.93946445,0.0,0.0,0.0,0.0,14.45844471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,Sea aerosol (Cl),0.867760909,56308.0,64.64661956,20.59714943,0.0,0.0,0.0,0.0,12.91121244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049,Sea aerosol (Cl),0.871399335,55143.0,70.77077031,16.33734703,2.405635267,0.0,0.0,0.0,10.48625261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050,Mainly O,0.762992932,60431.0,95.92843652,0.0,0.0,0.0,0.0,4.071552679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1051,Sea aerosol (Cl),0.834301345,52970.0,66.86852574,20.79295367,0.0,0.0,0.0,0.0,12.33852282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052,Sillica mixtures ,1.787608003,59916.0,81.4938724,0.0,1.698468439,6.964838505,0.0,1.347240247,1.386817917,3.122611903,0.0,1.425792743,1.453913562,0.0,1.106452011,0.0,0.0
1053,Sea aerosol (Cl),0.882224587,54262.0,65.29529691,22.02730775,0.0,0.0,0.0,0.0,12.67740428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1054,Sea aerosol (Cl),0.767128425,56672.0,76.34584308,14.02693391,0.0,0.0,0.0,0.0,9.62722674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,Sea aerosol (Cl),0.885803606,52967.0,70.25065422,21.06014937,2.664647624,0.0,0.0,0.0,6.024550274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,Sea aerosol (Cl),0.830500408,60481.0,65.70711136,19.6301192,2.443859354,0.0,0.0,0.0,12.21890897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057,Sea aerosol (Cl),0.961176245,60486.0,69.26015019,19.85907406,0.0,0.0,0.0,0.0,10.88078097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,Sea aerosol (Cl),1.061296183,57942.0,61.49365902,22.72948176,2.173683606,0.0,0.0,0.0,13.60317916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,Sea aerosol (Cl),0.889368222,54012.0,70.5755353,18.85390282,0.0,0.0,0.0,0.0,10.57055295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,Sea aerosol (Cl),0.841851737,57436.0,61.27960682,24.78194535,0.0,0.0,0.0,0.0,13.93844932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,Sea aerosol (Cl),0.875022633,57600.0,65.71734548,20.00909746,1.876908541,0.0,0.0,0.0,12.39663661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,Sea aerosol (Cl),0.864107162,61977.0,62.31408119,22.08361179,1.99590344,0.0,0.0,0.0,13.60639781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,Sea aerosol (Cl),0.771241744,62289.0,68.21174622,19.81045604,0.0,0.0,0.0,0.0,11.97779402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,Sea aerosol (Cl),0.944574371,54897.0,68.2967782,16.82101041,3.12352851,0.0,0.0,0.0,11.7586799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,Sillica mixtures ,1.079034952,53892.0,81.92580342,0.0,6.045072153,5.811471865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.217642874,0.0,0.0
1069,Sea aerosol (Cl),0.849335011,54926.0,72.75465131,14.17873502,2.772784419,0.0,0.0,1.034461986,6.725740433,0.833917875,1.699715294,0.0,0.0,0.0,0.0,0.0,0.0
1070,Sea aerosol (Cl),0.758834901,53858.0,64.48538303,20.36011517,2.019147202,0.0,0.0,0.0,13.13535124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,Sea aerosol (Cl),0.787480193,52498.0,72.70461321,19.72645074,0.0,0.0,0.0,0.0,7.568944991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,Sea aerosol (Cl),1.040218699,55479.0,63.7085557,20.52012831,2.615464479,0.0,0.0,0.0,13.15585226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,Sea aerosol (Cl),0.944574371,53408.0,77.69228816,17.18677431,0.0,0.0,0.0,0.0,5.120943859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,Sea aerosol (Cl),0.767128425,60757.0,77.14520097,17.61834621,0.0,0.0,0.0,0.0,5.236459151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,Sea aerosol (Cl),0.826681995,53354.0,68.06562543,20.18811852,0.0,0.0,0.0,0.0,11.74626127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,Sea aerosol (Cl),0.791487752,60153.0,69.15954351,16.12737775,4.119474813,0.0,0.0,0.0,10.59360728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,Aged Sea Aerosol,1.087795867,54042.0,86.92995906,8.13646391,0.0,0.0,0.0,2.84848772,2.085091732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,Sea aerosol (Cl),1.081963139,53513.0,68.77740622,20.64858079,0.0,0.0,0.0,0.0,10.57402045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,Sea aerosol (Cl),0.799442602,54001.0,61.5101397,23.97318184,0.0,0.0,0.0,0.0,14.51667994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,Sea aerosol (Cl),0.853052031,62115.0,63.65696788,21.51455134,0.0,0.0,0.0,0.0,14.82847929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088,Sea aerosol (Cl),0.767128425,54059.0,65.80588818,21.04899138,0.0,0.0,0.0,0.0,13.14511746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,Sea aerosol (Cl),0.93447168,54407.0,70.18429041,20.12563497,0.0,0.0,0.0,0.0,9.690079093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1091,Sea aerosol (Cl),0.889368222,62961.0,63.97864819,21.22536302,0.0,0.0,0.0,0.0,12.86219507,0.0,1.933797635,0.0,0.0,0.0,0.0,0.0,0.0
1092,Sea aerosol (Cl),0.951249891,54173.0,60.64910889,21.71010822,2.364329249,0.0,0.0,0.0,15.27645588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,Sea aerosol (Cl),0.826681995,53472.0,64.04470801,20.43524086,1.904195547,0.0,0.0,0.0,13.61585706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,Sea aerosol (Cl),1.090700534,57030.0,85.36914587,9.698614478,0.0,0.0,0.0,0.0,4.932240397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,Sea aerosol (Cl),0.885803606,56722.0,66.01545215,20.51860094,2.61393059,0.0,0.0,0.0,10.85202098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,Sea aerosol (Cl),0.791487752,54695.0,71.01249695,19.11547929,0.0,0.0,0.0,0.0,9.872020781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,Sea aerosol (Cl),0.754653961,53161.0,67.17573404,20.72924525,0.0,0.0,0.0,0.0,12.09502146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,Sea aerosol (Cl),0.892918608,52780.0,67.70890355,20.5840081,0.0,0.0,0.0,0.0,11.70709655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,Oxygen only,0.767128425,54591.0,99.99999404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,Sea aerosol (Cl),0.834301345,54316.0,63.34339976,20.64536661,1.983262412,0.0,0.0,0.0,14.02796805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,Sea aerosol (Cl),0.826681995,54314.0,70.29324174,17.54136831,0.0,0.0,0.0,0.0,12.16538623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,Sea aerosol (Cl),0.775333241,54103.0,63.94851208,22.3707065,0.0,0.0,0.0,0.0,13.68078589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,Sea aerosol (Cl),0.871399335,55707.0,65.08908868,19.24779266,2.447320335,0.0,0.0,0.0,13.21580857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,Cl,0.841851737,54155.0,90.3025806,0.0,0.0,0.0,0.0,0.0,9.69741717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,Sea aerosol (Cl),1.024897999,56123.0,63.15541863,22.98685312,1.982763782,0.0,0.0,0.0,11.8749626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,Sea aerosol (Cl),0.826681995,54572.0,66.31988287,22.52972275,0.0,0.0,0.0,0.0,11.15039513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,Sea aerosol (Cl),0.875022633,53883.0,66.37189984,21.29009664,0.0,0.0,0.0,0.0,12.3380065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,Sea aerosol (Cl),0.885803606,52472.0,63.44197392,22.47540802,0.0,0.0,0.0,0.0,14.08261806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,Sea aerosol (Cl),0.767128425,52562.0,67.19185114,21.00478411,0.0,0.0,0.0,0.0,11.80336699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,Sea aerosol (Cl),1.285129388,59880.0,59.40409899,23.21394235,2.197350562,0.0,0.0,0.0,15.1846081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,Aged Sea Aerosol,1.540430947,54319.0,68.36845279,19.58097368,2.355740592,0.0,0.0,1.569826156,8.125001192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,Sea aerosol (Cl),0.762992932,52567.0,70.90139389,17.33048856,0.0,0.0,0.0,0.0,11.76812053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,Sea aerosol (Cl),0.993548107,54604.0,61.04272604,22.76808619,2.206823789,0.0,0.0,0.0,13.98236156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,Sea aerosol (Cl),0.849335011,55705.0,66.10861421,20.95611095,0.0,0.0,0.0,0.0,12.93527335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,Sea aerosol (Cl),0.996727469,54593.0,67.09213257,18.75698268,1.96016822,0.0,0.0,0.0,12.19071373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1129,Sea aerosol (Cl),0.787480193,53560.0,71.85334563,17.51044095,0.0,0.0,0.0,1.603117026,9.033091366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,Sea aerosol (Cl),0.803390491,56100.0,68.45563054,17.30933189,2.55210083,0.0,0.0,0.0,11.68294325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132,Sea aerosol (Cl),0.77940326,55828.0,67.29571819,19.71571594,2.733162232,0.0,0.0,0.0,10.25539786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,Gypsium,1.391513149,60783.0,85.28584838,0.0,0.0,0.0,0.0,7.626269013,0.0,7.087880373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134,Sea aerosol (Cl),0.961176245,55556.0,86.87210679,8.617865294,0.0,0.0,0.0,0.0,4.510023445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,Sea aerosol (Cl),0.920829026,53306.0,76.17076635,14.95088488,0.0,0.0,0.0,0.0,8.878353238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,Sea aerosol (Cl),1.201141092,54048.0,68.26317906,22.11834639,0.0,0.0,0.0,0.0,9.618477523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,Sulfate aerosol,0.944574371,61622.0,95.98646164,0.0,0.0,0.0,0.0,4.013543576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,Sea aerosol (Cl),0.954570145,54414.0,71.53744102,22.0268935,0.0,0.0,0.0,0.0,6.435660273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,Sea aerosol (Cl),0.803390491,52561.0,67.08812714,17.83770174,2.621571533,0.0,0.0,0.0,12.45260611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,Sea aerosol (Cl),0.830500408,55046.0,66.4375782,18.74747574,2.243519761,0.0,0.0,0.0,12.5714317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,Sea aerosol (Cl),0.899977363,53005.0,64.28915858,22.17236161,2.278441004,0.0,0.0,0.0,11.26003861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,Sea aerosol (Cl),0.795475121,62095.0,70.80196738,18.08229983,0.0,0.0,0.0,0.0,11.11573204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,Sea aerosol (Cl),0.838085044,54777.0,64.94054794,22.28039652,0.0,0.0,0.0,0.0,12.77905703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,Aluminosillicates+NaCl,1.058310815,58235.0,77.25364566,1.972639933,0.0,8.494157344,0.0,0.0,0.825195201,0.0,1.580482163,0.0,6.582155824,0.0,3.291727975,0.0,0.0
1150,Sea aerosol (Cl),1.182558783,55349.0,53.05782557,22.88069427,2.123530954,0.0,0.0,0.0,21.93795294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,Aluminosillicates,1.021806294,56141.0,81.32930398,0.0,0.0,9.071973711,0.0,0.0,0.0,0.0,0.0,0.0,9.598720074,0.0,0.0,0.0,0.0
1152,Sillica mixtures ,1.568922177,61067.0,77.55711675,2.858845517,2.954327129,8.523210883,0.0,1.637920551,0.0,0.0,0.0,1.022739522,2.535589226,0.0,2.910258621,0.0,0.0
1153,Sea aerosol (Cl),0.856752925,60918.0,69.18942332,19.96656507,0.0,0.0,0.0,0.0,10.84401309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154,Sea aerosol (Cl),0.849335011,60843.0,70.34525275,18.40742081,0.0,0.0,0.0,0.0,11.24733165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,Sea aerosol (Cl),1.027980406,54916.0,58.80458951,24.53929931,0.0,0.0,0.0,0.0,16.65611267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,Sea aerosol (Cl),0.838085044,53341.0,63.13837767,23.54048193,0.0,0.0,0.0,0.0,13.32112998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,Sea aerosol (Cl),0.803390491,53157.0,68.64064336,20.15421689,0.0,0.0,0.0,0.0,11.20513901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,No Classification,1.081963139,56399.0,85.7768774,9.271451831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.951673374,0.0,0.0
1160,Sea aerosol (Cl),0.993548107,54014.0,62.55228519,22.93058783,0.0,0.0,0.0,0.163925078,14.35320526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,Sea aerosol (Cl),0.864107162,56081.0,62.85916567,21.831505,2.667731047,0.0,0.0,0.0,12.64160275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,Sea aerosol (Cl),1.064273177,55527.0,58.15829635,25.19738078,0.0,0.0,0.0,0.0,16.64431095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164,Sea aerosol (Cl),0.913931333,52629.0,67.8370297,20.23276687,0.0,0.0,0.0,0.0,11.93020046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,Sea aerosol (Cl),0.762992932,52586.0,70.35524249,20.22026479,0.0,0.0,0.0,0.0,9.424484521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,Sea aerosol (Cl),1.152752967,55236.0,70.57368755,20.58773041,2.253238112,0.0,0.0,0.0,6.585342437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,Sea aerosol (Cl),0.97100113,59998.0,78.92462015,16.93434417,0.0,0.0,0.0,0.0,4.141042754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,Sea aerosol (Cl),0.927675432,60715.0,66.32238626,20.06695569,2.091309987,0.0,0.0,0.76385336,10.75549498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173,Sea aerosol (Cl),1.067241867,55078.0,61.88124418,22.62366563,2.110537514,0.0,0.0,0.0,13.3845523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174,Sea aerosol (Cl),0.849335011,52283.0,78.85982394,16.31708443,0.0,0.0,0.0,0.0,4.823088646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,Sillica,0.924258568,53358.0,87.38598824,0.0,0.0,12.61401176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,Sea aerosol (Cl),1.055317002,55408.0,65.46961069,19.79869753,1.971716993,0.0,0.0,0.0,10.61590016,0.0,2.144080028,0.0,0.0,0.0,0.0,0.0,0.0
1177,Sea aerosol (Cl),0.762992932,53098.0,68.53978038,19.41456348,0.0,0.0,0.0,0.0,12.04565316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,Sea aerosol (Cl),0.795475121,52712.0,66.67224169,20.10694742,2.166014165,0.0,0.0,0.0,11.05480194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
