Id,Class,ECD (um),Count,O Wt%,Na Wt%,Mg Wt%,Al Wt%,Si Wt%,Cl Wt%,K Wt%,Ca Wt%,Ti Wt%,Fe Wt%,Cu Wt%,P Wt%,Mn Wt%,Zn Wt%,S Wt%,Cr Wt%
720,Sillica mixtures ,1.490322161,59376.0,76.73304081,0.0,2.852817066,1.710866019,9.205144644,0.0,0.41956529,3.383875638,0.69889673,4.995793104,0.0,0.0,0.0,0.0,0.0,0.0
721,Sillica mixtures ,1.137501608,53110.0,79.71226573,0.0,0.0,1.312033739,8.745066077,0.0,0.858659018,0.0,2.236168459,7.135802507,0.0,0.0,0.0,0.0,0.0,0.0
722,Sillica mixtures ,0.868344081,53407.0,82.19249845,0.0,0.0,4.159834981,9.622525424,0.0,0.0,1.158824004,0.0,2.866319753,0.0,0.0,0.0,0.0,0.0,0.0
723,Sillica mixtures ,3.475671039,63001.0,71.29474282,0.0,4.795652628,1.938784122,11.1110799,0.0,0.0,4.673694074,0.875261519,5.31078428,0.0,0.0,0.0,0.0,0.0,0.0
724,Sillica mixtures ,1.793474474,57855.0,79.09725904,0.0,2.680502087,1.654606871,9.732521325,0.0,0.0,1.505726483,0.0,5.329394713,0.0,0.0,0.0,0.0,0.0,0.0
725,Aluminosillicates,2.561825125,51577.0,70.95537186,2.620373853,1.973195933,3.519511595,11.31633595,0.0,0.0,2.918753959,1.42963063,5.266822875,0.0,0.0,0.0,0.0,0.0,0.0
726,Sillica mixtures ,1.116275813,56000.0,70.44170499,0.0,7.90213868,0.0,7.831339538,0.0,0.0,0.0,0.0,13.82481158,0.0,0.0,0.0,0.0,0.0,0.0
727,Aluminosillicates,2.591882073,58766.0,73.1998086,2.529464103,1.530679595,3.896582499,10.69576666,0.0,0.331828836,2.175384387,0.759750232,3.976242617,0.904496107,0.0,0.0,0.0,0.0,0.0
728,Sillica mixtures ,0.52501358,55745.0,85.2912426,0.0,0.0,2.430924959,10.42777225,0.0,0.0,1.850063913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,Aluminosillicates,2.709617599,58046.0,74.99860525,2.580679022,1.958217844,3.114761598,10.99692062,0.0,0.0,2.480079047,0.442098873,3.428625315,0.0,0.0,0.0,0.0,0.0,0.0
730,Sillica mixtures ,1.583694874,52465.0,83.70070457,0.0,2.241641469,1.280555688,7.349290699,0.0,0.0,0.0,0.0,5.427800119,0.0,0.0,0.0,0.0,0.0,0.0
731,Aluminosillicates,1.485729478,55138.0,75.11475086,2.954132296,0.889506284,6.383516639,9.958269447,0.0,0.0,2.560827136,0.0,1.273472141,0.865524262,0.0,0.0,0.0,0.0,0.0
732,Sillica mixtures ,0.596128864,56405.0,82.09770918,2.475010417,0.0,3.406306729,11.09352559,0.0,0.0,0.927446317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,Sillica mixtures ,2.406861121,56678.0,73.12934399,3.232592717,0.756670255,2.802439407,15.67614079,0.0,1.163225062,1.163339708,0.0,2.07624957,0.0,0.0,0.0,0.0,0.0,0.0
734,Sillica mixtures ,0.940142562,59715.0,79.13936377,2.526014112,1.877427846,3.148867935,8.566343784,0.0,0.0,2.449981682,0.0,2.292009816,0.0,0.0,0.0,0.0,0.0,0.0
735,Aluminosillicates,0.832174959,56783.0,78.69767547,3.501722589,0.0,6.321670115,9.491612017,0.0,0.0,1.987310313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,Sillica mixtures ,0.958143096,53622.0,81.08420372,4.335482046,0.0,3.665656224,9.512625635,0.0,0.0,1.40203638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,Sillica mixtures ,0.372771558,56509.0,80.1427722,0.0,7.382652164,0.0,6.347282231,0.0,0.0,0.0,0.0,6.127288193,0.0,0.0,0.0,0.0,0.0,0.0
738,Sillica mixtures ,1.272660755,55093.0,80.6568563,2.584568597,1.55596938,1.787538268,8.340635151,0.0,0.0,2.306730114,0.0,2.767698839,0.0,0.0,0.0,0.0,0.0,0.0
739,Aluminosillicates,3.030290405,59106.0,75.24338961,1.53366914,3.013862111,3.497786447,10.04495174,0.0,0.0,3.087823093,0.395978475,3.182544187,0.0,0.0,0.0,0.0,0.0,0.0
740,Sillica mixtures ,0.507360991,53535.0,77.85532475,0.0,3.072011098,1.831955463,10.4405567,0.0,0.0,3.456307575,0.0,3.34385857,0.0,0.0,0.0,0.0,0.0,0.0
741,Sillica mixtures ,0.493707518,58633.0,85.08860469,0.0,0.0,3.647672758,9.61176306,0.0,0.0,1.651966758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,Sillica mixtures ,0.883944324,57972.0,79.89776134,0.0,3.598573804,2.200512402,8.061721176,0.0,0.0,2.202652022,0.0,4.038772359,0.0,0.0,0.0,0.0,0.0,0.0
743,Aluminosillicates,1.438204939,56329.0,77.12972164,3.213823214,1.258925721,4.263890907,9.781419486,0.0,0.0,2.82699503,0.0,1.525220368,0.0,0.0,0.0,0.0,0.0,0.0
744,Sillica mixtures ,0.410576144,56739.0,85.35583019,4.456844181,0.0,0.0,10.18732488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,Metallic Fe,0.582600678,56114.0,81.84392452,0.0,0.0,0.61346041,4.697102681,0.0,0.0,0.0,0.0,12.84551024,0.0,0.0,0.0,0.0,0.0,0.0
746,Aluminosillicates,4.686151971,54995.0,67.95951724,2.105938457,2.814418636,5.236423388,12.03492805,0.0,0.0,3.471509367,1.094259508,5.28299436,0.0,0.0,0.0,0.0,0.0,0.0
747,Sillica mixtures ,2.223861638,58481.0,79.07432318,3.485700488,0.0,2.102010697,10.29093936,0.0,0.0,1.090630703,1.405197755,2.551201731,0.0,0.0,0.0,0.0,0.0,0.0
748,Sillica mixtures ,0.542091636,53427.0,82.94743299,0.0,2.805183269,0.0,7.734463364,0.0,0.0,1.635056548,0.0,4.877871647,0.0,0.0,0.0,0.0,0.0,0.0
749,Sillica mixtures ,1.040218699,57272.0,83.61391425,2.832481824,0.0,2.928334475,7.359387726,0.0,0.0,1.650116406,1.61577519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,Sillica mixtures ,0.836271005,57380.0,79.57179546,0.0,2.924377657,0.842926651,8.212414384,0.0,0.0,3.557453305,0.0,4.891028628,0.0,0.0,0.0,0.0,0.0,0.0
751,Sillica mixtures ,1.625574381,56044.0,79.61862087,2.499536425,0.0,2.238599211,12.02619672,0.0,0.697548781,0.772603042,0.0,2.146894112,0.0,0.0,0.0,0.0,0.0,0.0
752,Sillica mixtures ,1.248262439,55108.0,80.51120639,1.930859126,1.18767824,1.918332465,8.321920037,0.0,0.0,2.063381858,0.764360232,3.302260488,0.0,0.0,0.0,0.0,0.0,0.0
753,Aluminosillicates,2.47912728,58143.0,75.56966543,3.475430235,0.0,5.899240822,11.05912402,0.0,0.0,2.460023202,0.602553785,0.933962129,0.0,0.0,0.0,0.0,0.0,0.0
754,Sillica mixtures ,1.88512499,57641.0,77.62402296,3.186004609,0.0,2.826922946,11.51943207,0.0,0.923246425,1.652615331,0.0,2.267755009,0.0,0.0,0.0,0.0,0.0,0.0
755,Sillica mixtures ,2.260941252,59146.0,72.19023705,0.0,6.327595562,0.319751166,12.50913143,0.0,0.0,5.437816679,0.0,3.215466067,0.0,0.0,0.0,0.0,0.0,0.0
756,Aluminosillicates,1.898970897,55452.0,76.90532804,0.0,2.45341491,3.720821068,9.8470442,0.0,0.0,3.216409311,0.76634502,3.090636618,0.0,0.0,0.0,0.0,0.0,0.0
757,Sillica mixtures ,0.550431997,55748.0,80.35280704,0.0,3.38103883,0.982123055,7.199638337,0.0,0.0,3.322237357,1.215963624,3.546176851,0.0,0.0,0.0,0.0,0.0,0.0
758,Sillica mixtures ,2.061738929,62096.0,79.09699678,2.841602266,0.0,2.886635251,10.53642482,0.0,0.508250203,0.533840386,0.77940207,2.816849388,0.0,0.0,0.0,0.0,0.0,0.0
761,Metallic Fe,0.715927609,53026.0,77.70389915,0.0,0.0,0.0,1.542462315,0.0,0.0,0.0,2.434680611,18.31895858,0.0,0.0,0.0,0.0,0.0,0.0
762,Sillica mixtures ,0.683368226,58889.0,76.03294849,5.774019286,0.0,2.991545014,12.22790405,0.0,0.0,0.0,0.0,1.173738297,1.799841598,0.0,0.0,0.0,0.0,0.0
763,Sillica mixtures ,0.484391445,54005.0,83.30613375,3.901331872,0.0,1.230220124,11.56231388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,Oxygen only,0.301861584,59700.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,Sillica mixtures ,0.614938799,54081.0,82.90473819,0.0,0.0,3.442125767,9.466196597,0.0,0.0,0.0,0.0,4.186938703,0.0,0.0,0.0,0.0,0.0,0.0
767,Sillica mixtures ,1.450821013,52780.0,79.90005016,4.441551492,0.0,1.16784703,10.80804095,0.0,0.0,1.042871177,0.0,2.639635652,0.0,0.0,0.0,0.0,0.0,0.0
768,Sillica mixtures ,2.114647588,56277.0,75.0099957,2.166617475,2.427732199,2.231853828,9.827233106,0.0,0.0,2.605772763,1.054705959,4.676085338,0.0,0.0,0.0,0.0,0.0,0.0
769,Aluminosillicates,2.528710186,59976.0,76.245296,3.896232694,0.0,5.712319165,10.99398509,0.0,0.0,2.515584417,0.0,0.636575278,0.0,0.0,0.0,0.0,0.0,0.0
770,Sillica mixtures ,1.258259604,59473.0,79.24059033,2.265661582,1.350266486,2.081221342,9.154029936,0.0,0.0,1.486713532,0.668781064,3.752741218,0.0,0.0,0.0,0.0,0.0,0.0
771,Metallic Fe,0.618632159,57876.0,80.88613153,0.0,0.0,0.0,2.872771956,0.0,0.0,0.0,3.210774437,13.03031892,0.0,0.0,0.0,0.0,0.0,0.0
773,Aluminosillicates,2.24729817,61154.0,77.90903449,1.523807272,1.458945684,4.284868762,9.805946797,0.0,0.0,1.735996269,0.0,3.281400725,0.0,0.0,0.0,0.0,0.0,0.0
774,Sillica mixtures ,1.62767506,57090.0,79.33157086,3.183492646,0.0,2.989077196,10.8003214,0.0,0.961073581,0.859989785,0.0,1.874476671,0.0,0.0,0.0,0.0,0.0,0.0
775,Ca rich+NaCl,5.882235971,64766.0,74.37394857,5.665054172,0.834873598,1.573697478,1.589407586,1.800005324,3.958403319,7.507393509,0.0,0.0,0.0,0.0,0.0,0.975080673,1.72213465,0.0
776,Sillica mixtures ,0.891642098,56800.0,52.03486085,4.457967728,2.745060623,3.418108821,13.63865882,5.480926856,7.978828251,4.435743019,0.0,4.417255148,0.0,0.0,0.0,0.0,1.392588019,0.0
777,Sillica mixtures ,1.263679268,54185.0,76.50321722,1.915124245,2.346699312,2.762627043,9.225841612,0.0,0.572202541,3.157490119,0.0,3.516786918,0.0,0.0,0.0,0.0,0.0,0.0
778,Sillica mixtures ,0.32017256,56254.0,87.63127327,0.0,0.0,2.155992389,8.123341203,0.0,0.0,2.089393325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,Sillica mixtures ,0.720684655,58960.0,80.91555834,0.0,0.0,2.478042059,7.930573821,0.0,0.0,3.315015882,0.0,2.119454369,0.0,3.241340443,0.0,0.0,0.0,0.0
780,Aluminosillicates,2.694019515,58007.0,72.51311541,2.680393122,1.704210043,3.53961587,13.95699084,0.0,0.678308262,1.427520439,0.0,3.499840572,0.0,0.0,0.0,0.0,0.0,0.0
781,Sillica mixtures ,2.673648565,62059.0,73.46473336,2.738014795,1.191109046,2.562217042,13.15631866,0.0,0.0,0.651529524,0.0,6.236092374,0.0,0.0,0.0,0.0,0.0,0.0
782,Sillica mixtures ,2.453263844,58490.0,76.67266726,0.0,4.480850324,1.586228423,9.67939347,0.0,0.0,4.078410938,0.537320506,2.965120412,0.0,0.0,0.0,0.0,0.0,0.0
783,Aluminosillicates,11.52858356,78606.0,61.9377315,1.959699206,2.327600121,5.079505965,14.65908885,0.0,0.396639062,4.16803658,1.810910925,7.660783827,0.0,0.0,0.0,0.0,0.0,0.0
784,Aluminosillicates,1.985184626,56784.0,79.02510762,2.165103704,0.0,5.000397936,9.912385792,0.0,1.153481752,2.162384987,0.0,0.581134856,0.0,0.0,0.0,0.0,0.0,0.0
785,Sillica mixtures ,1.485729478,57047.0,78.2089889,2.668763138,1.893978752,3.2964468,9.792821854,0.0,0.0,2.410335094,0.0,1.728654839,0.0,0.0,0.0,0.0,0.0,0.0
786,Sillica mixtures ,2.024386504,58928.0,76.34184361,3.08533404,1.05201304,2.698320523,12.04685643,0.0,0.0,1.494078711,0.0,3.281548992,0.0,0.0,0.0,0.0,0.0,0.0
1,Aluminosillicates,1.622457265,55394.0,81.41015768,2.676551789,0.0,4.313956201,9.213232994,0.0,0.0,2.386099659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,False Si ,1.031053598,56287.0,95.11422515,0.0,0.0,0.0,4.885772988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Aluminosillicates,1.948508149,60925.0,75.63541532,2.710732631,0.0,3.259734064,14.84977156,0.0,1.181358658,0.540330308,0.0,1.822660305,0.0,0.0,0.0,0.0,0.0,0.0
4,Sillica mixtures ,1.720875802,57080.0,78.97877097,0.0,1.94592569,0.61031878,8.8584207,0.0,0.0,4.172609001,0.961263012,4.472695664,0.0,0.0,0.0,0.0,0.0,0.0
5,Aluminosillicates,2.227330338,52589.0,77.38898396,0.0,3.569291905,2.953754179,9.890184551,0.0,0.0,4.004708305,0.0,2.193069085,0.0,0.0,0.0,0.0,0.0,0.0
6,Ca rich,2.140404643,55709.0,78.21974158,0.0,1.505484432,1.788131706,6.365145743,0.0,0.0,6.722981483,0.0,1.657709107,0.0,3.74081023,0.0,0.0,0.0,0.0
7,Sillica mixtures ,1.558806519,59968.0,79.49882746,0.0,4.458180815,0.410710974,8.724799752,0.0,0.0,3.506321833,0.0,3.401161358,0.0,0.0,0.0,0.0,0.0,0.0
8,Aluminosillicates,1.574960386,55236.0,77.8532505,2.031127177,2.045192569,3.149019554,8.298479021,0.0,0.0,2.25219354,0.695871934,3.674862906,0.0,0.0,0.0,0.0,0.0,0.0
9,Sillica,1.785837217,57250.0,82.10818768,0.0,0.0,0.0,17.89181381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Aluminosillicates,1.606780982,59946.0,79.56280708,3.155096248,0.0,5.85382916,9.358692169,0.0,0.0,2.069574222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Sillica mixtures ,1.368587146,55626.0,81.4183712,0.0,2.846931107,0.0,7.84015283,0.0,0.0,2.674212307,0.911310315,4.309026897,0.0,0.0,0.0,0.0,0.0,0.0
12,Aluminosillicates,1.691203305,54283.0,77.61660814,2.457330562,0.0,6.058438495,10.50693914,0.0,0.0,1.957578212,0.0,1.403107401,0.0,0.0,0.0,0.0,0.0,0.0
13,Aluminosillicates,1.683703475,52554.0,79.00959849,3.322153911,0.0,6.011299789,9.621474892,0.0,0.0,2.035464533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Aluminosillicates,2.086511681,59424.0,75.77843666,1.503270958,3.324738517,3.03778518,10.06628424,0.0,0.0,2.777186967,0.0,3.512303904,0.0,0.0,0.0,0.0,0.0,0.0
47,Aluminosillicates,2.810178417,51904.0,71.84494734,4.617845267,1.205475349,5.285359919,12.97347844,0.0,0.0,2.152786963,0.0,1.920104027,0.0,0.0,0.0,0.0,0.0,0.0
48,Aluminosillicates,2.316458517,60223.0,76.40102506,3.779043257,0.901980232,4.546437413,10.68985537,0.0,0.0,2.539660037,0.0,1.141998079,0.0,0.0,0.0,0.0,0.0,0.0
49,Sillica mixtures ,4.411840131,53060.0,62.55786419,0.0,13.60339075,0.0,10.31544879,0.0,0.0,0.280031166,0.0,13.24326098,0.0,0.0,0.0,0.0,0.0,0.0
50,Sillica mixtures ,1.340558502,56755.0,76.66808367,0.0,4.990873113,1.171461027,9.568484873,0.0,0.0,4.273882508,0.0,3.327216953,0.0,0.0,0.0,0.0,0.0,0.0
51,Sillica mixtures ,1.458129982,53897.0,79.98363972,0.0,4.758902267,0.0,7.650000602,0.0,0.0,3.739942238,0.71726921,3.15024443,0.0,0.0,0.0,0.0,0.0,0.0
52,Aluminosillicates,1.331084471,54751.0,80.81560135,3.131902963,0.0,4.696733132,9.513928741,0.0,0.0,1.841837354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Aluminosillicates,2.623862356,59607.0,78.93007398,0.0,2.156768739,4.079402983,8.820900321,0.0,0.0,0.0,0.0,6.012846529,0.0,0.0,0.0,0.0,0.0,0.0
54,Aluminosillicates,1.252715473,56850.0,79.26201224,3.07609383,0.0,6.217513978,9.501408786,0.0,0.0,1.942973584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Sillica mixtures ,1.067241867,57552.0,80.59952855,0.0,2.299573459,2.138391137,9.094319493,0.0,0.0,2.184104547,0.0,3.684082627,0.0,0.0,0.0,0.0,0.0,0.0
56,Aluminosillicates,2.370462472,53066.0,71.69107795,1.774558984,3.660843521,4.092893749,11.39831096,0.0,0.0,3.51834856,0.0,3.863957152,0.0,0.0,0.0,0.0,0.0,0.0
57,Aluminosillicates,2.690540994,53382.0,73.44751358,3.580955416,0.0,7.293824106,12.11724356,0.0,0.0,2.813863009,0.0,0.746596279,0.0,0.0,0.0,0.0,0.0,0.0
58,Sillica mixtures ,1.090700534,57215.0,80.63984513,4.278810322,0.0,3.526057303,8.546632528,0.0,0.0,1.152966917,0.0,1.855679229,0.0,0.0,0.0,0.0,0.0,0.0
75,Sillica mixtures ,1.10224266,54183.0,71.20631337,0.0,10.41539386,0.0,8.741179109,0.0,0.0,0.0,0.0,9.637114406,0.0,0.0,0.0,0.0,0.0,0.0
76,Aluminosillicates,1.622457265,59483.0,77.16742754,3.739698604,0.0,6.092631817,10.7641302,0.0,0.0,2.236115746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Metallic Fe,3.408497185,61015.0,60.34733653,0.0,0.0,0.0,0.738206459,0.0,0.0,0.0,17.37736464,21.5370968,0.0,0.0,0.0,0.0,0.0,0.0
78,Aluminosillicates,1.785837217,59611.0,82.54813552,0.0,1.510645077,4.264309257,7.775320113,0.0,0.0,1.838780008,0.0,2.062813006,0.0,0.0,0.0,0.0,0.0,0.0
79,Aluminosillicates,3.19381032,56068.0,74.57776666,2.334497124,2.336473018,2.468401752,10.11140868,0.0,0.0,2.748853154,1.027625892,4.39497903,0.0,0.0,0.0,0.0,0.0,0.0
80,Sillica mixtures ,1.509307922,55976.0,77.27993727,0.0,2.476643212,2.612481266,10.0682579,0.0,0.0,2.220737375,0.0,5.341955274,0.0,0.0,0.0,0.0,0.0,0.0
81,Aluminosillicates,4.519530944,56630.0,73.8930881,2.008181997,2.117915265,2.553777955,10.55437475,0.0,0.0,2.571782283,1.212343015,5.088539794,0.0,0.0,0.0,0.0,0.0,0.0
82,Aluminosillicates,3.310553,56813.0,76.08932257,1.85075365,2.506116778,2.507007122,10.415259,0.0,0.0,2.808131464,0.58204229,3.241368383,0.0,0.0,0.0,0.0,0.0,0.0
83,Aluminosillicates,1.56690427,54345.0,80.03397584,3.360811248,0.0,4.077316448,8.676372468,0.0,0.0,1.972083934,0.0,1.87944714,0.0,0.0,0.0,0.0,0.0,0.0
84,Aluminosillicates,1.302248897,57447.0,77.9896915,3.349340707,0.0,6.286201626,10.16909629,0.0,0.0,2.205666155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Sillica mixtures ,1.954992387,55876.0,80.19785285,0.0,1.317870989,2.554939687,8.59606266,0.0,0.0,0.0,0.735064456,6.598210335,0.0,0.0,0.0,0.0,0.0,0.0
86,Sillica mixtures ,1.124971704,57890.0,77.67273188,3.195725381,4.590403661,0.0,9.404984117,0.0,0.0,0.0,0.0,5.136154965,0.0,0.0,0.0,0.0,0.0,0.0
87,Oxygen only,1.368587146,59411.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Aluminosillicates,1.414067505,57897.0,80.32724261,3.832950071,0.0,4.537206143,9.486946464,0.0,0.0,1.815659739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Sillica mixtures ,1.079034952,59334.0,84.2682302,0.0,0.0,3.150494397,9.875298291,0.0,0.0,0.0,0.0,0.0,2.705978788,0.0,0.0,0.0,0.0,0.0
148,Sillica mixtures ,1.10224266,54790.0,83.53310823,0.0,0.0,3.168000281,9.843282402,0.0,0.0,0.0,0.0,3.455610201,0.0,0.0,0.0,0.0,0.0,0.0
149,Sillica mixtures ,3.596392199,54270.0,71.67959809,1.389223244,1.472979039,1.952260733,11.03940234,0.0,0.0,2.489433996,1.307020709,8.670074493,0.0,0.0,0.0,0.0,0.0,0.0
150,Aluminosillicates,2.198736979,56506.0,76.71065927,2.463412471,0.0,5.370701849,11.02830544,0.0,0.0,3.501256928,0.0,0.925650261,0.0,0.0,0.0,0.0,0.0,0.0
151,Aluminosillicates,1.778736444,58003.0,77.46527195,3.45704332,0.0,5.579205975,10.34410521,0.0,0.0,1.852962188,0.0,1.301411446,0.0,0.0,0.0,0.0,0.0,0.0
152,Aluminosillicates,1.431855217,58326.0,81.06660247,2.176619135,0.0,3.005848639,12.01141253,0.0,0.0,0.0,0.0,1.739511453,0.0,0.0,0.0,0.0,0.0,0.0
153,Aluminosillicates,1.676170088,52848.0,76.59941316,1.705242135,2.651023492,3.441777825,9.337338805,0.0,0.0,2.620355226,0.0,3.64485234,0.0,0.0,0.0,0.0,0.0,0.0
154,Sillica mixtures ,2.428480147,57162.0,70.05197406,0.0,12.72628158,1.812019758,9.189337492,0.0,0.0,0.363838696,0.0,5.85654676,0.0,0.0,0.0,0.0,0.0,0.0
155,Aluminosillicates,2.863710435,57536.0,75.98332167,4.193392769,0.0,6.523735821,10.68736166,0.0,0.0,1.83475893,0.0,0.777435582,0.0,0.0,0.0,0.0,0.0,0.0
156,Aluminosillicates,5.348054429,59839.0,69.74103451,2.30396837,2.199031971,3.289306909,12.47079819,0.0,0.0,3.036283329,1.167854294,5.791721866,0.0,0.0,0.0,0.0,0.0,0.0
157,Aluminosillicates,3.71070173,56388.0,77.95510292,0.0,0.0,3.991810232,12.14448363,0.0,1.195058506,1.184410416,0.0,3.529139981,0.0,0.0,0.0,0.0,0.0,0.0
158,Sillica mixtures ,1.179880277,58234.0,75.05078316,0.0,2.136446722,0.0,10.01666039,0.0,0.0,2.023092099,0.0,8.803363144,1.969652809,0.0,0.0,0.0,0.0,0.0
217,Sillica mixtures ,1.282665091,59334.0,80.2142024,2.127300762,1.509029884,2.339904197,7.158092409,0.0,0.0,1.985463873,1.172385179,3.49361375,0.0,0.0,0.0,0.0,0.0,0.0
218,Aluminosillicates,1.018705205,57204.0,81.05031252,4.109726101,0.0,4.092148691,9.554079175,0.0,0.0,1.193729416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Sillica mixtures ,2.055960812,54427.0,74.76903796,2.759562805,2.734765969,1.654879935,10.58592871,0.0,0.0,3.199686483,0.0,4.296130314,0.0,0.0,0.0,0.0,0.0,0.0
220,Sillica mixtures ,2.146309218,55538.0,71.58917785,0.0,5.037934333,0.0,12.28133067,0.0,0.0,5.180140212,0.0,5.911418796,0.0,0.0,0.0,0.0,0.0,0.0
221,Aluminosillicates,1.396053171,57883.0,78.99485826,2.589267306,0.0,6.528862566,9.408000112,0.0,0.0,2.479009144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,Aluminosillicates,1.292494086,60304.0,79.679811,3.596163169,0.0,4.535148293,8.938936144,0.0,0.0,1.504435949,0.0,1.745488867,0.0,0.0,0.0,0.0,0.0,0.0
223,Aluminosillicates,1.676170088,56104.0,78.357023,3.903757781,0.0,3.519614786,9.963660687,0.0,0.0,1.909054816,0.0,2.346880361,0.0,0.0,0.0,0.0,0.0,0.0
224,Sillica mixtures ,3.844704982,54841.0,74.22344089,2.462009154,2.586635575,1.65777225,12.40160838,0.0,0.0,3.486734629,0.0,3.181806579,0.0,0.0,0.0,0.0,0.0,0.0
225,Sillica mixtures ,1.067241867,57308.0,84.77779627,3.209929168,0.0,2.040814981,8.517888933,0.0,0.0,1.453571115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,Aluminosillicates,2.681117003,57102.0,70.64756751,2.308464982,2.810893953,5.260397494,12.31155694,0.0,0.0,3.509436548,0.0,3.151690587,0.0,0.0,0.0,0.0,0.0,0.0
227,Aluminosillicates,1.855350865,53020.0,80.59106469,0.0,1.514695119,3.184967861,8.361356705,0.0,0.0,1.189368963,1.387504674,3.771037981,0.0,0.0,0.0,0.0,0.0,0.0
228,Aluminosillicates,2.261165141,57233.0,74.64458346,2.538934723,0.0,6.305415183,11.74944788,0.0,0.0,3.768390417,0.0,0.993231963,0.0,0.0,0.0,0.0,0.0,0.0
229,Aluminosillicates,4.791375859,58615.0,74.46075678,4.180609807,0.0,3.507153317,13.67986947,0.0,0.62888111,1.107558236,0.0,2.435175888,0.0,0.0,0.0,0.0,0.0,0.0
283,Sillica mixtures ,2.525555212,55013.0,78.32465172,0.0,3.282630444,0.775782252,10.31616703,0.0,0.0,2.824062668,0.603048643,3.873663768,0.0,0.0,0.0,0.0,0.0,0.0
284,Aluminosillicates,1.006205281,53862.0,79.34609056,3.979883716,0.0,5.203796923,9.576911479,0.0,0.0,1.893313043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,Sillica mixtures ,1.895836014,57527.0,75.05191565,0.0,6.241801754,0.785023905,10.41670218,0.0,0.0,4.943109676,0.0,2.561444975,0.0,0.0,0.0,0.0,0.0,0.0
286,Aluminosillicates,1.190558145,57126.0,76.19113922,2.651359886,1.243392006,3.182245046,10.06408408,0.0,0.0,1.914075762,0.0,4.753707722,0.0,0.0,0.0,0.0,0.0,0.0
287,Sillica mixtures ,1.302248897,58876.0,80.49541116,0.0,0.0,3.281382099,9.588335454,0.0,0.0,1.979202777,0.0,4.655664414,0.0,0.0,0.0,0.0,0.0,0.0
288,Sillica mixtures ,2.343616051,56515.0,71.34421468,0.0,6.066760048,0.0,11.61764562,0.0,0.0,5.207479,0.0,5.763893947,0.0,0.0,0.0,0.0,0.0,0.0
289,Aluminosillicates,1.340558502,54087.0,78.45374346,3.421789408,0.0,5.522121489,10.25701314,0.0,0.0,2.345324121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,Aluminosillicates,3.543214423,61017.0,74.05263186,1.300318819,1.093363576,6.813411415,10.87549478,0.0,0.0,4.122139141,0.0,1.742642559,0.0,0.0,0.0,0.0,0.0,0.0
291,Aluminosillicates,2.359760555,58215.0,73.77781868,1.901722513,2.354560606,3.176365048,9.795393795,0.0,0.0,2.486510575,0.973764621,5.533862114,0.0,0.0,0.0,0.0,0.0,0.0
292,Sillica mixtures ,8.526068444,58521.0,62.33268976,0.0,15.08114338,0.0,10.89829728,0.0,0.0,0.0,0.0,11.68787032,0.0,0.0,0.0,0.0,0.0,0.0
293,Aluminosillicates,2.012410563,57913.0,77.29529738,3.834618255,0.0,4.900416359,12.75039613,0.0,1.219268795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Sillica mixtures ,2.623862356,55815.0,77.70406008,0.0,3.043183684,1.176344324,13.98750693,0.0,1.02381641,0.0,0.0,3.065091372,0.0,0.0,0.0,0.0,0.0,0.0
