Id,Class,ECD (um),Count,O Wt%,Na Wt%,Mg Wt%,Al Wt%,Si Wt%,Cl Wt%,K Wt%,Ca Wt%,Ti Wt%,Fe Wt%,Cu Wt%,P Wt%,Mn Wt%,Zn Wt%,S Wt%,Cr Wt%
23461,Aluminosillicates,2.128546354,54958.0,80.50382733,0.0,0.0,1.642562263,5.310821533,0.0,0.0,0.912099797,0.656706374,10.973984,0.0,0.0,0.0,0.0,0.0,0.0
23522,False Si ,1.44942465,59630.0,91.48450494,0.0,0.0,0.0,8.515495807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23523,Aluminosillicates,1.834773324,58635.0,79.67553735,4.028905556,0.0,4.702245444,11.59330755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23524,Aluminosillicates,2.261165141,54533.0,81.17628694,0.0,0.0,2.625989914,10.01893505,0.0,0.0,2.699627355,0.0,3.479162231,0.0,0.0,0.0,0.0,0.0,0.0
23525,Aluminosillicates,1.922352491,55060.0,77.87601948,0.0,2.03966964,3.566435724,9.136281163,0.0,0.0,2.119897865,1.110601798,4.15109396,0.0,0.0,0.0,0.0,0.0,0.0
23526,Aluminosillicates,1.475386558,60080.0,81.35032058,3.702322394,0.0,4.390410334,9.317476302,0.0,0.0,1.239475049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23527,Aluminosillicates,1.331084471,57874.0,81.0934484,3.905979544,0.0,3.862731904,9.820135683,0.0,1.317709498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23528,Aluminosillicates,1.158229259,56463.0,83.51822495,0.0,0.0,1.90842133,7.93017894,0.0,0.0,1.82852596,0.0,4.814646766,0.0,0.0,0.0,0.0,0.0,0.0
23529,Metallic Fe,2.152197595,60535.0,64.88754749,0.0,0.0,0.0,1.084492542,0.0,0.0,0.0,7.342106104,25.61107576,1.074780617,0.0,0.0,0.0,0.0,0.0
23530,Aluminosillicates,2.845978311,53259.0,75.46755075,3.43349427,0.0,3.993295133,11.11029834,0.0,0.0,1.498150174,0.0,2.055536956,0.0,0.0,0.0,0.0,0.0,0.0
23531,Aluminosillicates,2.959338514,57989.0,77.06072927,2.301134542,1.872364618,3.0168809,9.530042857,0.0,0.0,2.145859599,0.472253235,3.600737825,0.0,0.0,0.0,0.0,0.0,0.0
23532,Aluminosillicates,4.539090056,59265.0,66.94116592,2.015926503,2.85573639,4.959730431,13.37273568,0.0,0.281354832,3.442144394,0.694683893,5.436510593,0.0,0.0,0.0,0.0,0.0,0.0
23533,Aluminosillicates,1.980717077,53410.0,77.70186663,2.38463413,1.997052692,2.566682361,8.821300417,0.0,0.0,2.168368734,0.646629138,3.713462129,0.0,0.0,0.0,0.0,0.0,0.0
23534,Aluminosillicates,3.818280579,61987.0,73.9931345,3.286740929,0.0,6.762911379,10.97737402,0.394444726,0.0,3.379523009,0.0,1.205880381,0.0,0.0,0.0,0.0,0.0,0.0
23597,Aluminosillicates,1.676170088,60688.0,81.84406757,0.0,1.949930005,1.532237604,6.901498884,0.0,0.0,2.260814793,1.571591571,3.939846158,0.0,0.0,0.0,0.0,0.0,0.0
23598,Sillica mixtures ,1.179880277,54369.0,88.78977299,0.0,0.0,0.0,7.532267272,0.0,0.0,0.0,0.0,3.677958623,0.0,0.0,0.0,0.0,0.0,0.0
23599,Aluminosillicates,1.311931178,53106.0,84.86799598,0.0,0.0,5.313104391,8.549027145,0.0,0.0,1.269867364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23600,Metallic Fe,1.222032068,59434.0,77.7954936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.146232828,18.05827171,0.0,0.0,0.0,0.0,0.0,0.0
23601,False Si ,0.993548107,53316.0,94.05575991,0.0,0.0,0.0,5.944237486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23602,Sillica mixtures ,3.659185555,58922.0,71.14047408,0.0,5.595475063,0.267971959,11.83151007,0.0,0.0,5.787625164,0.524487533,4.852463305,0.0,0.0,0.0,0.0,0.0,0.0
23603,Aluminosillicates,2.255561253,52325.0,79.96511459,3.37174274,0.0,4.940956086,9.236162156,0.0,0.0,2.486023307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23604,Sillica mixtures ,1.94200226,59512.0,78.35429311,0.0,2.430072613,0.0,9.727870673,0.0,0.0,3.517942876,0.0,5.969819427,0.0,0.0,0.0,0.0,0.0,0.0
23605,Aluminosillicates,1.517669803,57810.0,80.27042747,3.991916031,0.0,3.115078993,10.53886116,0.0,0.0,0.88200625,0.0,1.20171383,0.0,0.0,0.0,0.0,0.0,0.0
23606,Aluminosillicates,2.510477136,60415.0,76.58416033,3.966843337,0.0,5.65162003,11.4572823,0.0,0.0,1.618968509,0.0,0.721143791,0.0,0.0,0.0,0.0,0.0,0.0
23607,Aluminosillicates,5.281379728,57833.0,66.59991145,2.179869264,1.867443137,4.553472623,13.10844868,0.0,0.350290048,3.412073851,1.464892086,6.463592499,0.0,0.0,0.0,0.0,0.0,0.0
23608,Aluminosillicates,2.732546775,59220.0,73.73898029,2.141010202,0.0,8.735306561,10.52430794,0.0,0.0,3.592070937,0.0,1.26832081,0.0,0.0,0.0,0.0,0.0,0.0
23609,Aluminosillicates,2.84152799,54661.0,80.97555637,0.0,0.0,4.980244488,8.362793922,0.0,0.0,0.965854526,0.980460085,3.735085949,0.0,0.0,0.0,0.0,0.0,0.0
23626,Aluminosillicates,1.961455189,56043.0,75.99758506,0.0,5.807704106,1.483976655,8.65920037,0.0,0.0,0.902615767,0.0,7.148914039,0.0,0.0,0.0,0.0,0.0,0.0
23627,Aluminosillicates,4.002749868,54765.0,75.01579523,1.972636022,1.497009117,3.704072535,10.48627347,0.0,0.0,1.267157588,0.0,6.057055295,0.0,0.0,0.0,0.0,0.0,0.0
23628,Aluminosillicates,5.17486984,61556.0,73.76083136,1.55549068,1.447893586,5.741813779,10.97971052,0.0,0.0,3.581019491,0.481492234,2.45175045,0.0,0.0,0.0,0.0,0.0,0.0
23629,Aluminosillicates,1.637983526,60647.0,81.30859137,0.0,0.0,5.200138316,8.459273726,0.0,0.0,3.410864994,0.0,1.621130109,0.0,0.0,0.0,0.0,0.0,0.0
23630,Aluminosillicates,2.043612587,56530.0,77.21896768,4.771837965,0.0,5.790784582,10.77609286,0.0,0.0,1.442319434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23631,Aluminosillicates,1.483939596,54362.0,80.78494668,0.0,0.0,2.016212605,10.39320976,0.0,0.0,1.916654035,0.0,4.888987169,0.0,0.0,0.0,0.0,0.0,0.0
23632,Aluminosillicates,1.750045266,56288.0,78.83405089,3.094750084,0.0,4.602891579,10.20811126,0.0,0.0,2.074692771,0.0,1.185509004,0.0,0.0,0.0,0.0,0.0,0.0
23633,Aluminosillicates,1.834773324,60250.0,80.92064857,0.0,1.655627973,3.365243971,8.140556514,0.0,0.0,1.61756631,0.632400345,3.667952865,0.0,0.0,0.0,0.0,0.0,0.0
23634,Aluminosillicates,2.933567296,52963.0,75.16798377,2.880853042,0.989941135,5.675587803,10.80935895,0.0,0.0,1.94616504,0.797523186,1.732587442,0.0,0.0,0.0,0.0,0.0,0.0
23635,Aluminosillicates,4.327852558,54030.0,72.56870866,1.897613332,2.278602868,4.164833203,11.90258116,0.0,0.0,3.385379538,0.0,3.802272305,0.0,0.0,0.0,0.0,0.0,0.0
23636,Sillica mixtures ,1.458129982,54079.0,80.7192862,0.0,3.719861805,0.0,8.102697134,0.0,0.0,3.550582379,0.0,3.907578066,0.0,0.0,0.0,0.0,0.0,0.0
23637,Sillica mixtures ,2.110634004,56448.0,80.5023253,0.0,0.0,4.971031472,6.191999093,0.0,0.0,0.0,0.0,4.297402129,0.0,0.0,4.03723605,0.0,0.0,0.0
23638,Sillica mixtures ,1.534256851,59087.0,81.46211505,0.0,1.857127063,0.85013397,10.47717333,0.0,0.753022591,1.847923175,0.0,2.752502635,0.0,0.0,0.0,0.0,0.0,0.0
23690,Aluminosillicates,1.079034952,59063.0,88.47849965,0.0,0.0,2.531776577,7.122223079,0.0,0.0,1.867496967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23691,Aluminosillicates,4.31613981,53950.0,73.02399874,4.449763894,0.0,3.57317552,14.75821584,0.0,1.269171946,0.595564255,0.0,2.330107614,0.0,0.0,0.0,0.0,0.0,0.0
23692,Sillica mixtures ,2.181401068,61704.0,74.98810887,0.0,4.401202127,0.907714479,10.18085182,0.0,0.0,3.510304913,0.811492372,5.200319737,0.0,0.0,0.0,0.0,0.0,0.0
23693,Sillica mixtures ,6.594292038,57695.0,66.4418757,0.0,6.77909404,0.601081084,13.80318552,0.0,0.0,6.037513539,0.42207283,5.915177613,0.0,0.0,0.0,0.0,0.0,0.0
23694,Aluminosillicates,2.03741041,53753.0,76.70372725,4.037204757,0.0,4.964859784,11.10338196,0.0,0.0,1.670530997,0.0,1.520282775,0.0,0.0,0.0,0.0,0.0,0.0
23695,Aluminosillicates,1.74279867,56966.0,78.21233869,0.0,1.648529246,5.562926084,9.331228584,0.0,0.0,1.629501954,0.0,3.615476936,0.0,0.0,0.0,0.0,0.0,0.0
23696,Aluminosillicates,1.396053171,56872.0,77.90055871,2.424674109,1.834341139,2.309462242,8.73510763,0.0,0.0,2.35907156,0.0,4.436779767,0.0,0.0,0.0,0.0,0.0,0.0
23697,Sillica mixtures ,1.04325584,56411.0,83.0231607,0.0,3.412186354,0.0,7.42823258,0.0,0.0,3.618097305,0.0,2.518323436,0.0,0.0,0.0,0.0,0.0,0.0
23698,Aluminosillicates,1.090700534,55503.0,88.28473687,0.0,0.0,4.04169336,5.928274244,0.0,0.0,1.745291799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23699,Aluminosillicates,1.211631606,54089.0,86.15661263,0.0,0.0,4.504225403,7.56278187,0.0,0.0,1.77638419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23700,Aluminosillicates,3.051971728,60824.0,74.41841364,4.406864569,0.0,6.774879247,12.24710196,0.0,0.0,2.152734995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23701,Sillica mixtures ,1.113665169,54559.0,79.65502739,0.0,4.943095148,0.0,8.979874849,0.0,0.0,4.653134197,0.0,1.768870465,0.0,0.0,0.0,0.0,0.0,0.0
23702,Aluminosillicates,1.622457265,60048.0,78.59303355,3.653708473,0.0,5.180999637,10.4437843,0.0,0.0,2.12848261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23720,Aluminosillicates,1.458129982,56834.0,86.47862077,0.0,0.0,1.515717618,10.785909,0.0,1.219739113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23721,Aluminosillicates,3.539640832,56157.0,71.48631811,1.325601898,3.873529658,4.534947872,11.94632873,0.0,0.0,4.16578576,0.0,2.667478658,0.0,0.0,0.0,0.0,0.0,0.0
23722,Sillica mixtures ,1.542483488,57204.0,82.64330029,0.0,0.0,0.0,10.45651585,0.0,0.0,0.0,0.0,6.900184602,0.0,0.0,0.0,0.0,0.0,0.0
23723,Aluminosillicates,3.748030259,57397.0,72.88711071,4.354984313,0.0,3.320773691,14.73302394,0.0,1.21234851,0.820202753,0.0,2.671563998,0.0,0.0,0.0,0.0,0.0,0.0
23724,Aluminosillicates,2.134483733,53541.0,71.19566202,1.939374954,0.0,10.18098593,11.9834587,0.0,0.0,3.867086023,0.0,0.833430141,0.0,0.0,0.0,0.0,0.0,0.0
23725,Aluminosillicates,1.067241867,56834.0,82.89134502,0.0,0.0,2.718031406,8.414590359,0.0,0.0,0.0,0.0,5.976037309,0.0,0.0,0.0,0.0,0.0,0.0
23726,Sillica mixtures ,1.190558145,54245.0,79.63911295,0.0,3.186908737,0.0,8.827733994,0.0,0.0,1.40919527,0.0,6.93705529,0.0,0.0,0.0,0.0,0.0,0.0
23727,Aluminosillicates,1.396053171,52981.0,81.35248423,2.571159415,0.0,4.356973246,10.21746621,0.0,1.501918118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23728,Sillica mixtures ,3.634894818,60988.0,67.85760522,0.0,4.599676281,0.0,12.70215958,0.0,0.0,4.160350561,0.436966261,10.24324745,0.0,0.0,0.0,0.0,0.0,0.0
23729,Aluminosillicates,2.755606651,58407.0,75.35715103,2.289429307,2.50034444,3.636847064,10.43350399,0.0,0.0,3.020859137,0.0,2.761861309,0.0,0.0,0.0,0.0,0.0,0.0
23730,Aluminosillicates,1.66860269,57160.0,81.12668991,0.0,3.530935198,2.485894598,8.576345444,0.0,0.0,2.659374662,0.0,1.620758884,0.0,0.0,0.0,0.0,0.0,0.0
23731,Sillica mixtures ,1.44942465,59596.0,78.24119329,3.728266433,0.0,0.530932704,9.214938432,0.0,1.211061981,0.0,1.143162977,4.516707733,1.413742267,0.0,0.0,0.0,0.0,0.0
23732,Aluminosillicates,3.109483655,51967.0,72.64165878,2.408005297,2.277924679,3.671412542,10.09756103,0.0,0.0,2.816331014,1.095298864,4.991805181,0.0,0.0,0.0,0.0,0.0,0.0
23778,Aluminosillicates,1.961455189,55446.0,81.90158606,0.0,1.961962134,1.284958329,7.555645704,0.0,0.0,0.0,0.0,7.295851409,0.0,0.0,0.0,0.0,0.0,0.0
23779,Aluminosillicates,1.190558145,55972.0,82.51492381,0.0,0.0,5.744986981,8.246775717,0.0,0.0,1.382936817,0.0,2.110373601,0.0,0.0,0.0,0.0,0.0,0.0
23780,Aluminosillicates,2.609352407,55937.0,77.25028396,2.217491902,1.671436243,2.569084987,9.680084884,0.0,0.0,2.561106347,0.595980976,3.454531357,0.0,0.0,0.0,0.0,0.0,0.0
23781,No Classification,1.542483488,58050.0,72.29506969,0.0,14.22909796,0.0,8.780750632,0.0,0.0,0.0,0.0,4.695078358,0.0,0.0,0.0,0.0,0.0,0.0
23782,Aluminosillicates,1.590950241,58407.0,83.85931253,0.0,0.0,2.389185317,12.48051748,0.0,1.270989608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23783,Aluminosillicates,1.806972121,57135.0,80.01858592,4.020887613,0.0,2.169800922,10.04746407,0.0,0.0,1.478608884,0.0,2.264647931,0.0,0.0,0.0,0.0,0.0,0.0
23784,Aluminosillicates,1.055317002,59969.0,79.41483855,2.493536659,2.720201947,1.381453127,9.242236614,0.0,0.0,1.785224676,0.0,2.962516993,0.0,0.0,0.0,0.0,0.0,0.0
23785,Aluminosillicates,3.672993852,52400.0,77.06605196,4.046415165,0.0,3.221997246,11.26354933,0.0,0.915399007,1.006397791,0.579549605,1.900655217,0.0,0.0,0.0,0.0,0.0,0.0
23786,Aluminosillicates,1.405089208,57454.0,80.95934987,0.0,3.174112737,2.200507559,8.691304177,0.0,0.0,2.054002881,0.0,2.920734696,0.0,0.0,0.0,0.0,0.0,0.0
23787,Aluminosillicates,2.963611929,54433.0,73.27251434,1.996502653,2.752017975,3.797215596,10.51196977,0.0,0.0,2.839496173,0.547350757,4.282936081,0.0,0.0,0.0,0.0,0.0,0.0
23788,Aluminosillicates,4.764889333,58938.0,73.09590578,2.557164058,2.139488049,2.379783802,11.75964847,0.0,0.0,2.684342489,0.687160296,4.69651185,0.0,0.0,0.0,0.0,0.0,0.0
23789,Aluminosillicates,1.500899456,52876.0,82.49269724,3.261964396,0.0,4.404966161,8.345448971,0.0,0.0,1.494919974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23790,Aluminosillicates,2.122592366,52826.0,80.27851582,0.0,1.840015315,1.426196191,10.8572349,0.0,0.0,2.298312634,0.0,3.299717233,0.0,0.0,0.0,0.0,0.0,0.0
23834,Sillica mixtures ,1.113665169,53150.0,82.19829798,0.0,3.536448628,0.564423017,7.881201059,0.0,0.0,2.848536149,0.0,2.971102297,0.0,0.0,0.0,0.0,0.0,0.0
23835,Aluminosillicates,3.507314668,51943.0,74.8281002,2.002373524,1.068849303,3.927313164,10.76903641,0.0,0.56868461,1.422762964,1.047336776,4.365524277,0.0,0.0,0.0,0.0,0.0,0.0
23836,Aluminosillicates,2.643085048,58310.0,72.78164029,2.404958569,0.0,8.713371307,11.13476977,0.0,0.0,4.279736802,0.0,0.685525592,0.0,0.0,0.0,0.0,0.0,0.0
23837,Metallic Ti,4.342449067,53249.0,73.83177876,0.0,1.242201682,0.0,5.239808932,0.0,0.0,0.913674384,7.518021017,11.25451624,0.0,0.0,0.0,0.0,0.0,0.0
23838,Aluminosillicates,1.386958265,54785.0,82.66894221,4.211571068,0.0,2.681528777,8.896777779,0.0,0.0,1.541180536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23839,Aluminosillicates,2.727911408,55129.0,78.75106931,0.0,2.447385527,2.731937356,9.143266827,0.0,0.0,1.968557574,0.750514539,4.207259417,0.0,0.0,0.0,0.0,0.0,0.0
23840,Sillica mixtures ,1.232344758,54811.0,80.15204072,0.0,3.411688656,0.502176164,8.635192364,0.0,0.0,3.845356405,0.0,3.453543037,0.0,0.0,0.0,0.0,0.0,0.0
23841,Aluminosillicates,3.221428713,58579.0,72.59530425,1.819458418,2.426209114,2.778950147,10.79111025,0.0,0.0,3.421141952,0.980241317,5.187587813,0.0,0.0,0.0,0.0,0.0,0.0
23842,Sillica mixtures ,1.492443617,58156.0,79.89045978,0.0,3.602577001,0.932946429,9.070879221,0.0,0.0,3.027243726,0.0,3.475899622,0.0,0.0,0.0,0.0,0.0,0.0
23843,Aluminosillicates,2.950773117,59460.0,76.58785582,3.470877558,0.0,5.606170744,10.90243831,0.0,0.0,2.3806924,0.0,1.051973272,0.0,0.0,0.0,0.0,0.0,0.0
23844,Aluminosillicates,1.637983526,57471.0,80.27424216,0.0,2.983794361,2.318469994,9.560965002,0.0,0.0,1.626235805,0.0,3.236302361,0.0,0.0,0.0,0.0,0.0,0.0
23845,Aluminosillicates,1.509307922,54905.0,80.83475232,0.0,1.786736026,1.955728419,9.378261119,0.0,0.0,1.844762452,0.906028971,3.293732926,0.0,0.0,0.0,0.0,0.0,0.0
23846,Aluminosillicates,5.274186018,58678.0,71.10013962,1.442229375,2.905347385,4.542497173,11.54253781,0.0,0.0,3.306597471,0.51923357,4.641420022,0.0,0.0,0.0,0.0,0.0,0.0
23884,Aluminosillicates,2.210218712,57139.0,79.37166095,0.0,0.0,3.40680778,5.310188234,0.0,0.0,1.408680342,4.207285866,6.295375526,0.0,0.0,0.0,0.0,0.0,0.0
23885,Aluminosillicates,1.414067505,58946.0,78.82304192,4.808068648,0.0,5.081190541,10.46847254,0.0,0.0,0.819223933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23886,Aluminosillicates,1.542483488,60024.0,79.81619239,0.0,3.091990948,5.404829606,6.599700451,0.0,0.0,0.0,0.0,5.087281764,0.0,0.0,0.0,0.0,0.0,0.0
23887,Sillica mixtures ,1.706104062,53217.0,81.34593964,0.0,2.320232429,0.546184229,7.811811566,0.0,0.0,2.695708722,0.998807698,4.281318933,0.0,0.0,0.0,0.0,0.0,0.0
23888,Aluminosillicates,1.018705205,54986.0,82.8222096,0.0,1.850886829,1.178802084,7.233769447,0.0,0.0,2.622655779,0.0,4.291681945,0.0,0.0,0.0,0.0,0.0,0.0
23889,Aluminosillicates,1.993454939,55490.0,77.60407329,3.337589651,0.0,6.176397949,10.20482332,0.0,0.0,2.677118592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23890,Aluminosillicates,1.10224266,57355.0,79.43589091,3.866285831,0.0,7.337965816,8.311829716,0.0,0.0,1.048020739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23891,Aluminosillicates,2.163926279,59010.0,77.92898417,3.052084148,0.0,6.816098839,8.63507092,0.0,0.0,2.479354478,0.0,1.088403445,0.0,0.0,0.0,0.0,0.0,0.0
23892,Aluminosillicates,2.575177935,55408.0,81.43571019,0.0,2.796441503,2.504964173,7.790856808,0.0,0.0,2.058565803,0.681680487,2.731780335,0.0,0.0,0.0,0.0,0.0,0.0
23893,Mainly O,1.331084471,53479.0,88.06679249,0.0,0.0,0.0,5.384569243,0.0,0.0,0.0,0.0,6.548639387,0.0,0.0,0.0,0.0,0.0,0.0
23894,Sillica mixtures ,1.735521817,60511.0,75.69978237,0.0,8.636442572,0.0,8.311591297,0.0,0.0,2.01591067,0.0,5.336264148,0.0,0.0,0.0,0.0,0.0,0.0
23895,Aluminosillicates,1.067241867,53703.0,79.94562387,4.914686829,0.0,4.660654441,8.643280715,0.0,0.0,0.0,0.0,1.835761592,0.0,0.0,0.0,0.0,0.0,0.0
23896,Aluminosillicates,1.517669803,53456.0,81.94098473,3.97381112,0.0,3.701703623,10.3834942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23952,Aluminosillicates,2.146309218,55202.0,75.03019571,3.476141393,0.0,6.733957678,11.53319106,0.0,0.0,3.226517886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23953,Sillica mixtures ,1.720875802,56143.0,74.18016791,0.0,4.518407211,0.0,10.63212827,0.0,0.0,3.993996978,0.0,6.675308198,0.0,0.0,0.0,0.0,0.0,0.0
23954,Aluminosillicates,1.405089208,54292.0,82.18868375,0.0,0.0,6.109228358,8.699798584,0.0,0.0,3.002288938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23955,Aluminosillicates,3.926135131,55088.0,68.56104732,1.955436729,1.254423335,3.200510889,14.49628621,0.0,0.0,3.031880222,0.873838365,6.626566499,0.0,0.0,0.0,0.0,0.0,0.0
23956,Metallic Fe,3.157946061,57725.0,62.62853742,0.0,1.774875447,1.317054499,1.38594592,0.0,0.0,0.0,7.097000629,25.79658926,0.0,0.0,0.0,0.0,0.0,0.0
23957,Aluminosillicates,1.661000816,60359.0,78.18576097,2.164553292,0.0,4.29267697,10.06568968,0.0,0.0,1.895962656,0.0,1.90890152,1.486444194,0.0,0.0,0.0,0.0,0.0
23958,Aluminosillicates,1.405089208,54883.0,77.84113288,4.494642839,0.0,5.050503835,9.870265424,0.0,0.0,1.695978828,0.0,1.047477126,0.0,0.0,0.0,0.0,0.0,0.0
23959,Aluminosillicates,4.885538536,55879.0,73.58105183,1.676763222,2.30670087,3.178064898,10.73408201,0.0,0.435324572,1.987331547,0.917301979,5.183376372,0.0,0.0,0.0,0.0,0.0,0.0
23960,Aluminosillicates,2.407544582,55873.0,76.88886523,3.32756266,0.0,5.562919378,10.75125113,0.0,0.0,2.012472786,0.0,1.456929743,0.0,0.0,0.0,0.0,0.0,0.0
23961,Aluminosillicates,1.292494086,53409.0,80.61505556,0.0,0.0,4.334883019,11.46253049,0.0,0.0,0.0,0.0,3.587528691,0.0,0.0,0.0,0.0,0.0,0.0
23962,Aluminosillicates,1.282665091,55953.0,80.2483201,4.661324248,0.0,2.877553739,9.23274532,0.0,0.0,1.289704815,0.0,1.690352522,0.0,0.0,0.0,0.0,0.0,0.0
23963,Aluminosillicates,1.252715473,59173.0,79.0808022,4.562401772,0.0,5.448824167,9.128742665,0.0,0.0,1.779229566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23964,Aluminosillicates,3.478328099,52930.0,72.67234325,2.993989177,0.0,2.974554524,16.90250933,0.0,1.840156503,0.595622929,0.0,2.020830847,0.0,0.0,0.0,0.0,0.0,0.0
24030,Aluminosillicates,3.165951007,59342.0,74.05463457,2.330888622,0.0,8.241736889,10.80543846,0.0,0.0,3.877548501,0.0,0.689751096,0.0,0.0,0.0,0.0,0.0,0.0
24031,Aluminosillicates,2.327359559,53078.0,80.34951687,0.0,1.370007824,2.388540655,9.068229049,0.0,0.0,1.608728431,0.0,5.214967579,0.0,0.0,0.0,0.0,0.0,0.0
24032,Aluminosillicates,1.321542524,56486.0,80.20657897,0.0,2.033959515,3.895954043,8.108174801,0.0,0.0,2.733500302,0.0,3.021827713,0.0,0.0,0.0,0.0,0.0,0.0
24033,Sillica mixtures ,2.238665426,57667.0,76.91733837,0.0,4.418445006,0.0,9.847409278,0.0,0.0,3.775996715,0.0,5.040811747,0.0,0.0,0.0,0.0,0.0,0.0
24034,Aluminosillicates,3.606933674,61978.0,73.16460013,2.549523674,1.481323503,4.489536583,10.12620926,0.0,0.0,2.753653005,0.717964442,4.717185721,0.0,0.0,0.0,0.0,0.0,0.0
24035,Metallic Fe,2.146309218,60389.0,70.9795177,0.0,0.0,0.0,0.956202671,0.0,0.0,0.0,0.0,26.77218318,0.0,0.0,1.292096637,0.0,0.0,0.0
24036,Aluminosillicates,1.292494086,59140.0,85.47346592,0.0,0.0,2.434879169,8.356108516,0.0,0.0,1.829990186,0.0,1.905562542,0.0,0.0,0.0,0.0,0.0,0.0
24037,Sillica mixtures ,1.550666482,61434.0,78.72238159,0.0,5.45459576,0.0,8.905652165,0.0,0.0,3.446745872,0.0,3.47061269,0.0,0.0,0.0,0.0,0.0,0.0
24038,Aluminosillicates,2.055960812,58707.0,74.62524176,1.556305215,3.214081004,3.397065401,9.779077768,0.0,0.0,2.870547213,0.0,3.079682589,1.478002779,0.0,0.0,0.0,0.0,0.0
24039,Aluminosillicates,1.018705205,53529.0,79.72944379,2.821651287,0.0,7.066128403,8.381196856,0.0,0.0,2.001578361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24040,Aluminosillicates,1.190558145,53839.0,82.46098161,3.404313326,0.0,1.91280134,9.452476352,0.0,1.313642878,0.0,0.0,1.455791201,0.0,0.0,0.0,0.0,0.0,0.0
24041,Aluminosillicates,1.006205281,54866.0,85.88074446,0.0,0.0,2.268789522,5.428325385,0.0,0.0,2.723622881,0.0,3.698514029,0.0,0.0,0.0,0.0,0.0,0.0
24134,No Classification,1.66860269,59242.0,73.3551085,0.0,13.39865476,0.0,8.279494196,0.0,0.0,0.0,0.0,4.966746643,0.0,0.0,0.0,0.0,0.0,0.0
24135,Aluminosillicates,1.574960386,55844.0,82.00550675,3.170031682,0.0,2.735414915,8.295508474,0.0,0.0,1.040174905,0.0,2.753361687,0.0,0.0,0.0,0.0,0.0,0.0
24136,Aluminosillicates,1.422989155,55254.0,77.61680484,6.527959555,0.0,3.994594142,11.86064556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24137,Aluminosillicates,3.645324954,60824.0,72.95206189,3.996407241,0.0,6.358008832,12.80195415,0.0,0.0,2.884028293,0.0,1.00754099,0.0,0.0,0.0,0.0,0.0,0.0
24138,Aluminosillicates,1.113665169,58453.0,81.87066913,0.0,0.0,4.658403248,9.273991734,0.0,0.0,0.0,0.0,4.19693552,0.0,0.0,0.0,0.0,0.0,0.0
24139,Aluminosillicates,1.340558502,57849.0,79.01995778,0.0,3.52868326,2.806246839,8.695651591,0.0,0.0,2.587888762,0.0,3.36156711,0.0,0.0,0.0,0.0,0.0,0.0
24140,Aluminosillicates,3.553913635,63197.0,76.61682367,0.700316671,0.0,1.181429438,20.52312493,0.0,0.633741124,0.34455508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24141,Aluminosillicates,2.215937269,59252.0,74.85951781,4.440936446,0.0,6.23922646,11.34810895,0.0,0.0,2.32375823,0.0,0.788451638,0.0,0.0,0.0,0.0,0.0,0.0
24142,Sillica mixtures ,3.617444431,59029.0,72.5681603,0.0,5.840837955,0.841662288,10.84599867,0.0,0.0,5.610649288,0.730652874,3.562035039,0.0,0.0,0.0,0.0,0.0,0.0
24143,Aluminosillicates,1.868943361,56750.0,77.18603015,1.738079078,2.33866591,2.432678081,9.431818873,0.0,0.0,2.338075824,0.669719325,3.864941001,0.0,0.0,0.0,0.0,0.0,0.0
