Id,Class,Subclass,Area (æmý),Aspect Ratio,Breadth (æm),ECD (æm),Shape,Stage X,Stage Y,Count,O Wt%,O Wt% ?,Na Wt%,Na Wt% ?,Mg Wt%,Mg Wt% ?,Al Wt%,Al Wt% ?,Si Wt%,Si Wt% ?,Cl Wt%,Cl Wt% ?,K Wt%,K Wt% ?,Ca Wt%,Ca Wt% ?,Ti Wt%,Ti Wt% ?,Fe Wt%,Fe Wt% ?,Cu Wt%,Cu Wt% ?,,,,,,,,,,
6688,Sillica mixtures ,,1.908421533,1.724059616,1.280061212,1.558806519,1.20909679,7.333906881,-11.46583254,53636,79.97261882,1.779165864,,,2.931685746,0.534760254,0.535131665,1.777480356,7.198396325,0.509268558,,,,,,,,,2.885218151,0.334761618,1.094703749,0.320962328,,,5.382247642,0.548347086,,,,,,
6689,Aluminosillicates,Si rich,1.312039804,1.196614339,1.268948647,1.292494086,1.00052842,7.360129456,-11.46504455,59406,83.71023536,2.646496519,4.523091391,1.161824539,,,2.468011715,2.716553956,9.298666567,0.713123661,,,,,,,,,,,,,,,,,,,,,,
6690,Aluminosillicates,Si rich,0.775296248,1.272475544,0.946660809,0.993548107,1.017683277,7.371689591,-11.46458497,57224,87.10146546,3.469277918,,,,,4.297773913,3.686352447,8.600761741,0.908949878,,,,,,,,,,,,,,,,,,,,,,
6691,Aluminosillicates,Si rich,2.325888743,1.094317006,1.794564386,1.720875802,1.1235271,7.444862585,-11.46350734,53515,78.72859836,1.459246036,,,2.555363998,0.408785418,3.130229935,1.511753071,9.481618553,0.463238498,,,,,,,,,2.809054963,0.263944943,,,,,3.295132518,0.379771297,,,,,,
6692,Aluminosillicates,Si rich,1.809024578,1.334143141,1.409942941,1.517669803,1.021007065,7.458393506,-11.46205455,53510,78.75976563,1.457937527,2.405796945,0.583508424,,,1.977268048,1.410211902,9.389450401,0.456788391,,,,,,,0.612315256,0.183209928,1.239608973,0.197616802,0.939250737,0.218312163,,,4.676539078,0.390585023,,,,,,
6693,Mainly O,,3.777084284,1.46716875,2.193356472,2.192973569,2.698715019,7.351090244,-11.46013834,54203,87.14380264,1.523396652,,,,,,,2.59910915,0.700623821,,,,,,,,,,,2.228853852,0.673094066,4.507902637,0.79877479,3.520337492,0.950662792,,,,,,
6694,Sillica mixtures ,,1.888542142,1.37501881,1.394682438,1.550666482,1.04263377,7.371814069,-11.45936776,56697,76.30290985,0.764153479,,,3.042597696,0.367355277,,,10.16719788,0.401008502,,,,,,,,,3.617183864,0.244498882,,,,,6.870110333,0.417663297,,,,,,
6695,Aluminosillicates,Si rich,2.365647525,1.184387879,1.691931529,1.735521817,1.092175302,7.346998751,-11.45930533,54450,78.58859301,1.525516715,,,2.728828229,0.416035345,2.560167573,1.602640934,10.0999102,0.487460475,,,,,,,,,2.094908804,0.260860519,,,,,3.927584365,0.41814521,,,,,,
6696,Aluminosillicates,Si rich,6.301766937,1.77596149,2.29134481,2.832606373,1.249844897,7.414253585,-11.45937439,60127,73.64398241,1.1365504,1.699672826,0.397912133,2.416815981,0.275473064,3.974667564,1.077121031,10.59234962,0.392317493,,,,,,,,,3.080234118,0.198299717,0.631237729,0.149358762,,,3.96104157,0.290509709,,,,,,
6697,Aluminosillicates,Si rich,2.266250571,1.676246876,1.409942941,1.698670022,1.140077728,7.437649593,-11.45648042,52972,79.6505034,1.478403062,3.406045586,0.594250858,,,5.310211331,1.499297936,9.239160269,0.44435272,,,,,,,,,2.394082956,0.241535925,,,,,,,,,,,,
6698,Aluminosillicates,Si rich,8.249947252,1.285402982,3.386083693,3.241012046,2.04061111,7.426937652,-11.45764229,57675,75.15788674,1.137926895,1.814934798,0.402721856,1.640238054,0.263475743,4.17644158,1.073311176,10.28439105,0.390019245,,,,,,,,,2.411401086,0.181175163,0.648541888,0.152573874,,,3.866158798,0.292305159,,,,,,
6699,Aluminosillicates,Si rich,1.530713105,1.53206134,1.196376258,1.396053171,1.076443554,7.342055048,-11.45650108,52799,79.1950345,1.602453925,4.624063522,0.635071797,,,4.183958098,1.66703742,9.945269674,0.488556689,,,,,,,,,2.051679045,0.248099212,,,,,,,,,,,,
6700,Aluminosillicates,Si rich,0.934331376,1.151618527,1.09505599,1.090700534,0.99394201,7.334576139,-11.45455082,58694,82.51764178,1.949771121,,,2.191453241,0.55300924,2.187477238,2.031140216,7.518135011,0.521571748,,,,,,,,,1.780130155,0.312856142,,,,,3.805162758,0.512258057,,,,,,
6766,Aluminosillicates,Si rich,2.345768134,1.349097326,1.595168343,1.728214325,1.071367268,6.731540395,-11.33800199,54966,78.62480879,1.650279015,3.049446829,0.654539838,,,6.298208982,1.679157838,9.525187314,0.506471843,,,,,,,,,2.502344549,0.280381227,,,,,,,,,,,,
6767,Aluminosillicates,Si rich,1.192763458,1.384583095,1.096678236,1.232344758,1.075863143,6.774257881,-11.33673879,58415,82.3084116,2.355505712,,,,,1.759294607,2.475108579,9.001588076,0.637607137,,,,,,,,,,,,,,,4.325500131,0.624514185,2.605204098,0.836933497,,,,
6768,Aluminosillicates,Si rich,4.492742359,1.420030416,2.240068675,2.39172265,1.200841743,6.787229291,-11.33669772,58674,76.0494411,1.466881298,1.879551634,0.593644194,1.659236848,0.359056913,4.648433998,1.443356648,10.01135409,0.442440901,,,,,,,,,0.887243636,0.196545175,,,,,3.559245914,0.349254557,1.305503305,0.428315112,,,,
6769,Aluminosillicates,Si rich,2.624079608,1.427851317,1.595168343,1.827862666,1.074317129,6.778342677,-11.3354569,55869,81.39948249,1.469011232,,,1.189945173,0.386802293,2.420347184,1.475165784,8.532115072,0.445094332,,,,,,,,,1.60664022,0.235414295,1.011462789,0.236548018,,,3.840021789,0.392771,,,,,,
6770,Aluminosillicates,Si rich,1.888542142,1.523129865,1.325325133,1.550666482,1.089571965,6.763802036,-11.32972214,55161,77.06244588,1.155761536,3.425063938,0.459371228,,,7.627702504,1.15409866,10.1333715,0.385253527,,,,,,,,,1.751412079,0.173602963,,,,,,,,,,,,
6771,Aluminosillicates,Si rich,3.121064382,1.430230988,1.841653255,1.993454939,1.229091846,6.682858772,-11.32588955,60804,81.49139881,1.344225369,,,1.932710968,0.349166547,1.403393503,1.356034633,8.426564187,0.411536731,,,,,,,,,1.906978339,0.211564288,0.87085152,0.209259382,,,3.968103975,0.371507904,,,,,,
6772,Aluminosillicates,Si rich,29.66005133,1.869021722,4.958608123,6.145270559,1.420986227,6.706684903,-11.32525013,58298,67.13984013,0.970075931,2.01329235,0.301350467,1.958563924,0.195425632,4.253372177,0.823939778,12.84920424,0.379080721,,,,,,,0.538765034,0.099387893,3.111285158,0.158804888,1.501557976,0.137470732,,,6.634113938,0.294283172,,,,,,
6773,Sillica mixtures ,,15.24749287,1.654832803,3.667603906,4.406099282,1.366541859,6.751792584,-11.32186444,58005,66.58999324,0.910067093,,,4.905530438,0.2869786,0.540636387,0.776763353,13.36007416,0.389452674,,,,,,,,,6.07085079,0.23684171,,,,,8.532918245,0.354896626,,,,,,
6774,Sillica mixtures ,,1.43131615,1.266852777,1.268948647,1.349966045,1.041862928,6.781672958,-11.31852696,55824,81.05356097,1.864052005,,,3.479659557,0.515865954,0.712462096,1.979852468,9.169543535,0.545864413,,,,,,,,,2.899313159,0.340234395,,,,,2.685454115,0.487731071,,,,,,
6775,Aluminosillicates,Si rich,1.510833714,1.374368398,1.268948647,1.386958265,1.038171774,6.778429659,-11.31839623,57418,84.96112823,2.474897541,,,,,1.882794499,2.671707608,5.620278046,0.57674204,,,,,,,,,,,,,,,7.535798848,0.715735229,,,,,,
6776,Aluminosillicates,Si rich,6.639716584,2.413405688,1.993960429,2.907567664,1.510410711,6.689040618,-11.31896122,53319,74.08151627,1.05659375,3.970402852,0.385573553,,,8.027389646,1.064467058,11.00941151,0.369356177,,,,,,,,,2.911291085,0.178316014,,,,,,,,,,,,
6777,Aluminosillicates,Si rich,4.93008896,1.58757647,2.193356472,2.505430946,1.272597658,6.784492384,-11.31837704,59705,77.43127942,1.386873703,2.848495543,0.543394731,,,5.212839693,1.408917923,10.41926369,0.443964591,,,,,,,,,2.497484721,0.228195381,,,,,1.590640284,0.297920732,,,,,,
6778,Aluminosillicates,Si rich,4.055395758,1.968483483,1.742693423,2.272331457,1.381430935,6.746702085,-11.31722772,56705,77.38935947,1.175563689,4.292667285,0.468533067,,,5.667110533,1.192237809,11.10461801,0.408380153,,,,,,,,,1.546243019,0.172647426,,,,,,,,,,,,
6823,Aluminosillicates,Si rich,2.703597172,1.11997815,1.832925823,1.855350865,0.993158927,6.883952493,-11.33891752,58466,77.34171152,1.638109796,4.412674531,0.641290797,,,2.668970823,1.739700139,11.92093417,0.530616008,,,,,,,,,2.246803977,0.253238971,,,,,1.408909541,0.324284192,,,,,,
6824,Sillica mixtures ,,0.934331376,1.334143141,0.996980215,1.090700534,0.99394201,6.840243142,-11.33863292,59420,80.82868457,1.5630899,,,3.009936772,0.468568085,0.43152729,1.624593697,7.762467861,0.447884016,,,,,,,,,4.418319836,0.331274234,,,,,3.549068421,0.42938292,,,,,,
6825,Sillica mixtures ,,1.172884067,1.4696606,1.072600339,1.222032068,1.076495829,6.823728145,-11.33276342,52656,86.67621613,0.862359069,,,,,0,2.499991469,8.845718205,0.59791971,,,,,,,,,,,,,,,4.478070885,0.645428104,,,,,,
6826,Sillica mixtures ,,0.914451985,1.098410353,1.096678236,1.079034952,0.969527442,6.907474318,-11.33122933,53272,86.59130931,1.070229337,,,,,0,2.831501327,5.219820887,0.585069135,,,,,,,,,,,2.025503106,0.481349044,,,6.163370982,0.763369957,,,,,,
6827,Aluminosillicates,Si rich,1.113245894,1.529705017,0.996980215,1.190558145,1.029068307,6.913393371,-11.33036462,55555,86.87949181,2.545384876,,,,,1.394028217,2.686200105,7.375570387,0.635021739,,,,,,,,,1.724067889,0.390007789,,,,,2.626849152,0.629053498,,,,,,
6828,Sillica mixtures ,,0.81505503,1.317074522,0.986960059,1.018705205,1.037325307,6.814133439,-11.33053787,54764,85.71953773,0.96886158,,,,,,,7.878427207,0.646109506,,,,,,,,,,,,,,,6.402031332,0.738477055,,,,,,
6830,Aluminosillicates,Si rich,3.498772811,2.095409584,1.569394101,2.110634004,1.517789452,6.843311969,-11.32818957,55470,75.60660839,1.396950986,,,3.488185629,0.42729252,2.198357321,1.440852415,10.76872945,0.490214815,,,,,,,,,2.148256823,0.252260454,,,,,5.789861828,0.445799995,,,,,,
6831,Aluminosillicates,Si rich,2.802994127,1.382908503,1.742129325,1.889148741,1.182642624,6.826808577,-11.3259859,55015,74.90627766,1.243129466,,,4.805039242,0.40393346,1.183502004,1.260821149,10.79251319,0.449808547,,,,,,,,,4.327568784,0.27484016,,,,,3.985098377,0.352651556,,,,,,
6832,Aluminosillicates,Si rich,2.286129961,1.568519325,1.452110397,1.706104062,1.099315979,6.847673397,-11.32521487,59327,81.22674227,1.879270189,,,,,2.878366597,1.84409488,8.415433764,0.493206829,3.393102437,0.937132724,,,,,,,0.965854246,0.256715715,,,,,3.120495379,0.432752725,,,,,,
6833,Aluminosillicates,Si rich,2.067456661,1.501699458,1.395772301,1.622457265,1.039102307,6.864731835,-11.32459689,54852,79.24430966,1.623398252,2.845714986,0.670501962,2.164508775,0.42749634,2.429052256,1.625185087,9.767732024,0.487049716,,,,,,,,,1.362670865,0.233519706,,,,,2.186015993,0.35635971,,,,,,
6834,Aluminosillicates,Si rich,1.192763458,1.39749723,1.127954353,1.232344758,1.017345325,6.806775882,-11.32238346,59008,81.52044415,1.391274575,2.240655012,0.595561787,,,2.522885799,1.392273419,12.9725039,0.524349464,,,,,,,0.743516767,0.212884811,,,,,,,,,,,,,,
6835,Aluminosillicates,Si rich,3.260220119,1.308447892,1.88179558,2.03741041,1.087762496,6.886861579,-11.32255289,58007,77.97195911,1.127144787,,,2.41259113,0.292762718,2.017595619,1.108186971,9.234012663,0.374537567,,,,,,,,,2.722284012,0.19971896,0.851826183,0.174914824,,,4.789730161,0.329716713,,,,,,
6889,Aluminosillicates,Si rich,7.136701358,1.349657735,2.775744062,3.014420407,1.189099391,6.979571038,-11.34565314,58766,74.75206256,1.004362665,1.264693309,0.351483142,2.498125657,0.250601629,3.451320902,0.921228621,9.819655865,0.342880469,,,,,,,,,3.322766349,0.186516112,0.764611876,0.139060791,,,4.126753658,0.273059728,,,,,,
6890,Aluminosillicates,Si rich,1.252401631,1.437393765,1.096678236,1.262777606,1.064980049,6.994648424,-11.3427855,54758,85.06194949,1.988807134,,,,,1.786838286,2.085049637,8.03918466,0.560714491,,,,,,,,,1.895238459,0.340856076,,,,,3.21678333,0.543801067,,,,,,
6891,Aluminosillicates,Si rich,8.945725936,1.423860839,3.011585758,3.374915113,1.139457452,6.950795847,-11.34179638,59915,73.13256264,0.854367111,4.815650731,0.319220987,,,6.863313913,0.864351261,13.16533834,0.334462384,,,,,,,0.314253732,0.09119715,1.708869077,0.122389745,,,,,,,,,,,,
6892,Aluminosillicates,Si rich,6.719234148,1.367380977,2.650888648,2.924926431,1.110039563,7.053154067,-11.34048535,60182,71.3301003,1.140345354,1.437418163,0.385322981,2.668436244,0.277131307,3.001447581,1.061163004,11.42490432,0.408344623,,,,,,,,,3.496557847,0.205832534,1.107792836,0.167391938,,,5.533331633,0.329657458,,,,,,
6893,Aluminosillicates,Si rich,1.153004676,1.305032174,1.127954353,1.211631606,0.993583193,7.056110469,-11.33906604,55518,79.2912066,1.491313241,,,3.532231599,0.439292425,2.905615047,1.547570433,8.773763478,0.453039585,,,,,,,,,2.315563709,0.260950625,,,,,3.181616217,0.390715664,,,,,,
6894,Sillica mixtures ,,1.23252224,1.276751904,1.234663096,1.252715473,1.106541693,6.996458576,-11.33558903,55643,75.08609295,1.381007489,,,5.306681246,0.460282713,0.700839423,1.392664202,9.647696465,0.451716641,,,,,,,,,3.246887773,0.265166746,,,,,4.697908461,0.397100067,1.313893963,0.414030114,,,,
6895,Aluminosillicates,Si rich,9.323434365,1.795590181,2.931529754,3.445426726,1.373813666,6.973478853,-11.33636676,61856,73.1126368,1.066449471,5.529462546,0.4225499,,,5.494280905,1.101735607,13.92414272,0.422197348,,,,,,,,,1.93947684,0.160884659,,,,,,,,,,,,
6896,Sillica mixtures ,,0.954210767,1.355256978,0.986960059,1.10224266,0.973234885,6.957538989,-11.33402031,54760,81.76295161,1.098615397,,,2.96313595,0.67030075,,,7.3624596,0.555119477,,,,,,,,,3.041092493,0.394462654,,,,,4.870356619,0.596215297,,,,,,
6897,Sillica mixtures ,,1.013848939,1.534582177,0.989482459,1.136165728,1.149358284,6.979811066,-11.33239885,56877,88.55856657,2.957586944,,,,,0.550513901,3.203551099,10.89092568,0.850273483,,,,,,,,,,,,,,,,,,,,,,
6898,Aluminosillicates,Si rich,9.721022184,1.667259054,3.104855608,3.518123059,1.294723838,7.0111045,-11.33004386,60694,73.20187092,0.911006145,4.48330082,0.32642046,,,6.576748937,0.939682778,12.75331676,0.340882479,,,,,,,,,2.984752506,0.14957469,,,,,,,,,,,,
6900,Aluminosillicates,Si rich,1.530713105,1.376036881,1.296074279,1.396053171,1.076443554,7.015744343,-11.32594031,53410,79.22022343,1.624511369,3.512398526,0.641686236,,,3.655102849,1.674677432,10.29015258,0.49446458,,,,,,,,,2.090041712,0.251312926,,,,,1.232076902,0.317472033,,,,,,
6901,Aluminosillicates,Si rich,33.47689439,1.732412879,5.792078156,6.528713945,2.048671492,7.033377916,-11.32884538,54842,65.94130993,0.860727951,1.605729945,0.232866034,3.239609674,0.197893614,5.347101763,0.764367916,12.56756634,0.327335997,,,,,,,,,4.751268402,0.172889698,1.122652367,0.11126342,,,5.424768105,0.236193882,,,,,,
6954,Ca rich,,123.6299324,1.196043835,13.15924231,12.54633488,2.227360351,7.174986706,-11.3425041,55153,77.02613473,0.834184885,2.851190977,0.564934779,0.818445906,0.223287195,,,1.195066702,0.138753152,,,1.191118732,0.291135465,1.607414335,0.155169494,0.899329688,0.125645252,12.47578785,0.384352659,,,,,,,,,1.935501397,0.337086781,,
6955,Aluminosillicates,Si rich,0.834934421,1.674977401,0.845965765,1.031053598,1.061863389,7.065271822,-11.33594269,57391,80.46537042,1.995836571,,,,,4.144086689,2.067747526,7.359728217,0.56232498,,,,,,,,,,,1.965614222,0.380215119,,,6.06520474,0.648215646,,,,,,
6956,Aluminosillicates,Si rich,4.214430886,2.099591359,1.832925823,2.316458517,1.868871851,7.11419258,-11.33451886,57663,70.88983059,1.401967835,,,,,1.426247694,1.390104275,3.862004727,0.318446802,,,,,,,,,1.137259044,0.209795707,0.866317935,0.22346573,,,20.03824562,0.786282122,1.780095883,0.454103667,,,,
6957,Aluminosillicates,Si rich,3.717446111,1.402674736,2.035248253,2.175591734,1.172029929,7.077812663,-11.33350607,59185,81.50507212,1.545495726,,,,,2.873817272,1.646951586,9.105113149,0.464080134,,,,,,,,,1.234093029,0.234559458,,,,,5.281909555,0.451828633,,,,,,
6958,Sillica mixtures ,,2.127094834,1.266216506,1.550937235,1.645691726,1.02787936,7.187359324,-11.33146732,58682,77.95048356,1.018364169,1.349827647,0.395079749,4.341648519,0.316818967,0.552242901,0.90317186,8.566342294,0.334793073,,,,,,,,,4.107760638,0.216988404,0.467005186,0.143177155,,,2.664690651,0.255552842,,,,,,
6959,Aluminosillicates,Si rich,2.882511691,1.327182002,1.818436043,1.91575778,1.189818912,7.123207688,-11.33181141,54152,79.4277966,1.430941746,3.845636919,0.556971412,,,3.553889692,1.475837547,11.50958836,0.477738259,,,,,,,0.864195172,0.205915794,0.798885804,0.200851168,,,,,,,,,,,,
6960,Aluminosillicates,Si rich,3.439134638,1.615135635,1.694866365,2.092568331,1.080121953,7.077659171,-11.3295587,59207,73.2993722,1.2155734,3.440131247,0.45275283,,,7.960403711,1.23308422,12.11231574,0.434081722,,,,,,,,,2.515421622,0.19915239,,,,,0.672361068,0.211192924,,,,,,
6961,Aluminosillicates,Si rich,0.993969548,1.384583095,1.096678236,1.124971704,1.22081439,7.069338764,-11.32902106,59987,78.86285186,1.760042459,4.009816051,0.721640838,,,5.650532246,1.801657304,9.633522481,0.532833068,,,,,,,,,1.843264885,0.285334559,,,,,,,,,,,,
6962,Aluminosillicates,Si rich,7.474651005,1.232551231,3.090638666,3.084966976,1.162804241,7.155628179,-11.32917086,56797,72.21220136,0.971265789,4.191401228,0.33672452,,,7.084281743,0.996125117,12.71294951,0.363174174,,,,,,,,,3.133258596,0.166089542,,,,,0.665903417,0.150362169,,,,,,
6963,Aluminosillicates,Si rich,5.069244697,1.650389103,2.085626497,2.540543802,1.206985427,7.114019001,-11.32422677,55399,77.40075588,1.004742179,2.355179749,0.333634694,,,6.345276535,0.987909175,8.599601686,0.30498791,,,,,,,,,2.71110367,0.160878641,0.516601279,0.113203796,,,2.071475238,0.194841519,,,,,,
6964,Sillica mixtures ,,2.942149863,1.106432228,1.940834173,1.935474503,0.998571155,7.128106307,-11.32037531,62096,76.16097927,0.997628924,,,4.795144498,0.323387748,0.647068582,0.932901166,9.803923965,0.360372197,,,,,,,,,3.760338575,0.206767442,0.41253888,0.139361178,,,4.419998452,0.29005378,,,,,,
6965,Aluminosillicates,Si rich,5.665626426,1.604004211,2.154842342,2.685833132,1.150202522,7.139663764,-11.31906976,56753,77.4528861,1.287264377,,,3.744860366,0.399518944,1.360088214,1.344130654,9.503869712,0.416899379,,,,,,,,,0.786692556,0.188668002,,,,,7.151608169,0.431033829,,,,,,
6966,Aluminosillicates,Si rich,2.186733007,1.197634408,1.63975109,1.66860269,1.042538499,7.121614353,-11.31842193,52854,84.1934979,2.019484527,,,,,1.284178346,2.176221088,8.38072598,0.556158554,,,,,,,,,,,,,,,6.141595915,0.610612798,,,,,,
7012,Sillica,,3.936119412,1.786582266,1.730789373,2.238665426,1.20261026,7.234475369,-11.34413677,55192,80.16201854,0.559773063,,,,,,,19.83797401,0.559773017,,,,,,,,,,,,,,,,,,,,,,
7013,Aluminosillicates,Si rich,5.983696682,1.177984633,2.676365062,2.760195507,1.014978696,7.259571782,-11.34391633,52989,71.70841694,1.013493352,2.486617304,0.343897706,1.710143127,0.228821253,4.308004677,0.930683035,11.68028191,0.378377712,,,,,,,,,2.678135969,0.163537287,1.009066775,0.143550767,,,4.419321567,0.274579087,,,,,,
7014,Aluminosillicates,Si rich,1.411436759,1.399738855,1.217059532,1.340558502,1.056537053,7.295228875,-11.3392916,56707,82.25538731,2.051266097,,,2.076270804,0.533641875,1.319211349,2.184916101,9.340935946,0.576489652,,,,,,,,,1.679760963,0.325228204,,,,,3.328425065,0.52311779,,,,,,
7015,Aluminosillicates,Si rich,1.43131615,1.216256262,1.296074279,1.349966045,1.004512697,7.250382648,-11.33619069,56408,77.25180387,1.631191373,,,2.507974394,0.469531026,5.758454278,1.674090885,8.890537918,0.504413573,,,,,,,,,2.216350473,0.280548423,,,,,3.374864534,0.439312309,,,,,,
7016,Aluminosillicates,Si rich,1.550592496,1.314404231,1.296074279,1.405089208,1.011551985,7.237827969,-11.33425651,53447,77.10466385,1.521423273,2.63003055,0.615220051,1.48998592,0.401229691,2.6155781,1.471556351,9.007988125,0.444502058,,,0.502154324,0.442901859,,,,,1.699223369,0.229823194,,,,,4.950369149,0.411560992,,,,,,
7017,Aluminosillicates,Si rich,2.703597172,1.293624335,1.691931529,1.855350865,1.086680375,7.238951008,-11.33270201,58756,74.63831902,1.075043622,6.879148632,0.471687596,,,4.961375147,1.091681514,12.36953884,0.396162039,,,,,,,,,0.44082622,0.12611323,,,,,0.710790837,0.189397228,,,,,,
7018,Aluminosillicates,Si rich,4.552380532,1.374368398,2.114914412,2.407544582,1.018805204,7.232593798,-11.32877428,61023,78.70397568,1.076096017,2.378976531,0.413837284,,,1.271885633,1.024005562,10.71994677,0.383409043,,,,,,,0.783098582,0.137819385,0.571243512,0.136250281,0.706515787,0.15357146,,,4.864369705,0.306066452,,,,,,
7019,Aluminosillicates,Si rich,9.701142793,1.352543508,3.356826217,3.514523955,1.541948343,7.265864267,-11.32739999,54058,73.34563136,1.162751671,2.921500243,0.400729198,,,6.823910028,1.189483982,11.82300448,0.410004938,,,,,,,,,3.608682752,0.20844955,,,,,1.477279142,0.216321158,,,,,,
7020,Aluminosillicates,Si rich,1.987939097,1.414988042,1.387872031,1.590950241,1.080666399,7.25683175,-11.32460869,53518,78.73679996,1.507700235,1.873441413,0.603866298,1.194506977,0.376697001,2.611654252,1.500567794,9.798870981,0.458231661,,,,,,,,,1.884836331,0.235725683,,,,,3.899890929,0.396118779,,,,,,
