Id,Class,Area (µm²),Aspect Ratio,Breadth (µm),Direction (°),ECD (µm),Length (µm),Perimeter (µm),Count,O Wt%,O Wt% ?,Na Wt%,Na Wt% ?,Mg Wt%,Mg Wt% ?,Si Wt%,Si Wt% ?,P Wt%,P Wt% ?,S Wt%,S Wt% ?,Cl Wt%,Cl Wt% ?,Ca Wt%,Ca Wt% ?,Cu Wt%,Cu Wt% ?,,,,,,,,,,
254,Sillica mixtures ,0.46219584,1.940436502,0.563977176,105.46875,0.767128425,1.094361899,2.643767838,58726,84.79272127,0.622244086,,,,,,,13.73250037,0.528101949,,,,,,,,,,,1.474782452,0.353233609,,,,,,
255,Aged Sea Aerosol,0.675899293,2.319042742,0.775024473,115.3125,0.927675432,1.797314878,4.612463506,54866,83.36029053,1.953629963,7.317823917,1.498008054,,,,,1.946629956,0.598752825,3.993926942,1.214223448,,,,,,,,,3.381330892,0.738062197,,,,,,
256,Sea aerosol (Cl),0.536743556,2.549508362,0.563977176,78.75,0.826681995,1.437864527,3.572747342,53596,61.42514348,1.235833112,24.9636516,1.014098432,,,,,,,,,13.61120194,0.581266312,,,,,,,,,,,,,,
257,Gypsium,0.606321425,1.491455752,0.815957459,80.15625,0.878630989,1.216964445,3.054280459,59154,85.17004848,1.174068917,,,2.563639171,0.557877822,,,,,6.411355734,0.813194085,,,,,3.742443025,0.374101405,,,,,2.11252179,0.661771186,,,,
258,Sea aerosol (Cl),0.889602746,1.456174734,1.017815617,115.3125,1.064273177,1.482117385,4.746134479,62682,62.07548976,1.306410227,21.63185924,1.006186754,1.701115817,0.56219711,,,,,,,14.59154189,0.624910835,,,,,,,,,,,,,,
259,Metallic Cr,0.516864165,1.390640925,0.775468618,78.75,0.811228633,1.078398395,2.786938514,59588,89.77559209,1.987437904,,,,,,,,,,,,,,,,,4.719779268,1.053856499,,,5.504626036,1.778758317,,,,
260,Sea aerosol (Cl),0.665959597,1.374368398,0.897282193,120.9375,0.920829026,1.23319629,3.588964351,59592,65.58043361,1.341933291,20.76822668,1.065805275,2.536060102,0.65375804,,,,,,,11.11527756,0.593922241,,,,,,,,,,,,,,
261,Sea aerosol (Cl),0.516864165,1.349837747,0.747735161,115.3125,0.811228633,1.009321145,2.692418863,55646,61.10261083,1.234150585,24.18729365,0.996666588,,,,,,,,,14.71010298,0.597119052,,,,,,,,,,,,,,
262,Sea aerosol (Cl),1.003909244,1.301557595,1.096678236,57.65625,1.130582571,1.427389887,4.061562607,57731,56.78634644,1.254593208,25.89359283,0.953508914,,,,,,,,,17.32005328,0.622689677,,,,,,,,,,,,,,
263,Sea aerosol (Cl),0.50692447,1.236693671,0.847433182,70.3125,0.803390491,1.048015254,3.282471084,55384,61.08686924,1.257508341,22.4473387,0.967490021,1.886564121,0.529408269,,,,,,,14.57922757,0.596295018,,,,,,,,,,,,,,
264,Sea aerosol (Cl),0.959180614,1.485382835,0.978425044,104.0625,1.105109356,1.453335765,3.911674626,57259,56.11704588,1.278511994,24.93204474,0.934852846,1.578227803,0.46138335,,,,,,,17.37267673,0.625534495,,,,,,,,,,,,,,
265,Sea aerosol (Cl),0.72559777,1.730759396,0.747735161,29.53125,0.961176245,1.294149656,3.25953677,56809,56.8375349,1.275451574,24.13012236,0.936403219,2.717179805,0.492397277,,,,,,,16.31516367,0.607044622,,,,,,,,,,,,,,
266,Sea aerosol (Cl),0.511894317,3.119258837,0.537184815,104.0625,0.807319074,1.675618483,3.840089288,58699,78.26257348,1.312805805,18.84599179,1.256604493,,,,,,,,,2.891436405,0.481729489,,,,,,,,,,,,,,
267,Sea aerosol (Cl),0.501954622,1.796285911,0.685394993,66.09375,0.799442602,1.231165369,3.132583102,53691,63.54204416,1.306047849,21.66313529,1.055646688,,,,,,,,,14.79482204,0.656699436,,,,,,,,,,,,,,
268,Sea aerosol (Cl),0.457225992,1.905207559,0.64727661,30.9375,0.762992932,1.23319629,3.054280459,62036,77.69345641,1.124602277,19.30866987,1.076793578,,,,,,,,,2.997873351,0.396906491,,,,,,,,,,,,,,
269,Sea aerosol (Cl),0.496984774,1.581133141,0.704971471,108.28125,0.795475121,1.114653756,3.093431781,62253,61.57210469,1.34592941,22.0186919,1.026745141,2.147196606,0.587814022,,,,,,,14.26201165,0.627520727,,,,,,,,,,,,,,
270,Oxygen only,0.526803861,1.141465369,0.840023113,73.125,0.818991763,0.958857293,2.676201854,53736,100,0.001120226,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Sea aerosol (Cl),0.596381729,1.165920164,0.898873942,70.3125,0.871399335,1.048015254,3.054280459,56031,59.31035876,1.282775775,22.69434184,0.95505435,1.950259693,0.499850139,,,,,,,16.04504585,0.628891867,,,,,,,,,,,,,,
272,Oxygen only,1.118215742,1.286909235,1.127954353,150.46875,1.193212681,1.451574873,3.895457618,57344,100,0.000536455,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Sea aerosol (Cl),0.864753507,1.204733254,1.136120347,168.75,1.049303751,1.368721963,4.156082258,62106,68.78731847,1.191503834,20.342803,0.991174951,2.769643627,0.589050679,,,,,,,8.100228757,0.474849809,,,,,,,,,,,,,,
274,Sea aerosol (Cl),0.775296248,1.441022912,0.902067508,102.65625,0.993548107,1.299899947,4.006194277,55919,61.47575378,1.240992919,23.23222756,0.975841563,1.730038598,0.520707201,,,,,,,13.56198639,0.575241121,,,,,,,,,,,,,,
275,Gypsium,0.810085182,2.29705353,0.689671576,111.09375,1.015594648,1.584212528,3.651049985,53455,88.65645528,0.922962278,,,,,,,,,5.381608009,0.823659636,,,,,5.96194081,0.441602385,,,,,,,,,,
276,Sea aerosol (Cl),0.601351577,1.860773254,0.711810875,64.6875,0.875022633,1.324518639,3.187951432,55002,69.46527958,1.21396305,20.68790346,1.025070157,2.042872459,0.596757839,,,,,,,7.803949714,0.475994917,,,,,,,,,,,,,,
277,Sea aerosol (Cl),0.820024877,1.437477141,0.884113912,109.6875,1.021806294,1.270893538,3.321622405,57711,58.00794959,1.250095014,24.96136427,0.976258889,,,,,,,,,15.63816518,0.582473259,,,,,,,,,1.392522454,0.457766373,,,,
278,Sea aerosol (Cl),0.50692447,1.411226547,0.775468618,105.46875,0.803390491,1.094361899,3.054280459,58605,68.07460189,1.406909153,19.17405277,1.129858568,2.345081978,0.73175258,,,,,,,10.40625796,0.617934857,,,,,,,,,,,,,,
279,Sea aerosol (Cl),0.46219584,2.103471244,0.554759137,115.3125,0.767128425,1.166919892,2.754504497,60771,63.36115599,1.296805404,20.63851506,1.000358909,2.638520487,0.594406296,,,,,,,13.36180717,0.605001813,,,,,,,,,,,,,,
280,Sillica mixtures ,0.561592795,1.219669054,0.775468618,63.28125,0.845601652,0.945815075,2.604616516,59047,92.97850728,0.961873401,,,,,,,3.057806008,0.67631905,,,3.963690996,0.702840369,,,,,,,,,,,,,,
281,Oxygen only,1.098336351,1.702758767,0.916462912,108.28125,1.182558783,1.560515258,3.879240609,59606,100,0.000553778,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Sea aerosol (Cl),0.700748532,1.737669289,0.76975781,108.28125,0.944574371,1.337584507,3.478227691,55406,56.47161603,1.40184043,26.22072399,1.079034805,,,,,,,,,17.30766445,0.69853384,,,,,,,,,,,,,,
283,Sea aerosol (Cl),0.601351577,1.383491498,0.797584172,116.71875,0.875022633,1.103450921,2.920609487,54851,58.15550089,1.344591007,23.74175489,1.00531308,2.245829999,0.535325287,,,,,,,15.85690826,0.645857258,,,,,,,,,,,,,,
284,Sea aerosol (Cl),0.884632898,1.267804777,1.096678236,59.0625,1.061296183,1.390373907,4.100713928,53140,56.44007921,1.396208908,25.92769563,1.063106768,,,,,,,,,17.63222218,0.699818041,,,,,,,,,,,,,,
285,Sea aerosol (Cl),0.556622947,1.213309663,0.845965765,74.53125,0.841851737,1.026418436,2.786938514,54593,59.83046293,1.406370755,24.91740584,1.114716567,,,,,,,,,15.25212973,0.680423155,,,,,,,,,,,,,,
286,Sea aerosol (Cl),0.626200816,1.376036881,0.916462912,116.71875,0.892918608,1.261086767,4.234384901,52593,59.41349864,1.479611918,24.41849262,1.172922738,,,,,,,,,16.16801471,0.734272087,,,,,,,,,,,,,,
287,Sea aerosol (Cl),0.447286297,1.264906513,0.704971471,161.71875,0.754653961,0.891723004,2.353491579,53246,65.13826251,1.353742369,21.15757912,1.07975537,1.909723319,0.625775661,,,,,,,11.79443151,0.609584106,,,,,,,,,,,,,,
288,Sea aerosol (Cl),0.472135536,1.411508953,0.78175269,63.28125,0.775333241,1.103450921,3.109648789,55263,61.55500412,1.253995579,23.43102545,1.011744048,,,,,,,,,15.0139764,0.620740885,,,,,,,,,,,,,,
290,Aged Sea Aerosol,0.636140511,1.101322413,0.916462912,25.3125,0.899977363,1.009321145,2.849024148,62037,73.04234505,1.223757211,9.989064187,0.801603496,4.170691222,0.533715868,,,,,5.596049875,0.708235102,4.136187583,0.366367749,,,3.065662645,0.303812651,,,,,,,,,,
291,Sea aerosol (Cl),0.487045079,1.301557595,0.775468618,102.65625,0.787480193,1.009317069,2.881458165,61117,68.87463331,1.174727641,21.10931426,1.037423685,,,,,,,,,10.01605466,0.533000799,,,,,,,,,,,,,,
292,Sea aerosol (Cl),0.914451985,1.295401305,1.026797109,57.65625,1.079034952,1.330114315,3.683484002,58244,56.72261119,1.293666195,24.53986853,0.986659247,,,,,,,,,17.07625985,0.625366112,,,,,,,,,1.661259308,0.442284346,,,,
293,Sea aerosol (Cl),0.477105383,1.547597952,0.634474323,68.90625,0.77940326,0.981911164,2.526313873,60737,73.60524535,1.35091003,17.92085618,1.159884408,,,,,,,,,5.965494365,0.494745979,,,,,,,,,2.508400008,0.713795517,,,,
294,Sea aerosol (Cl),0.536743556,1.727159284,0.752623084,77.34375,0.826681995,1.299899947,3.432359065,54558,59.74808931,1.366207097,22.93593138,1.038513891,1.845807396,0.549392728,,,,,,,15.47017395,0.654619327,,,,,,,,,,,,,,
295,Gypsium,0.546683252,1.832491197,0.634474323,165.9375,0.834301345,1.162668612,2.88817547,60152,90.24441242,0.860503409,,,,,,,,,4.520333558,0.782793667,,,,,5.235251039,0.396959623,,,,,,,,,,
296,Sea aerosol,5.471802364,1.978550883,2.356051288,109.6875,2.639491457,4.661567357,15.99234309,58483,90.8239603,2.106066979,6.306199729,1.992096007,,,,,,,,,,,,,,,2.869841084,0.861232076,,,,,,,,
298,Sea aerosol (Cl),0.72559777,1.868825129,0.80992435,118.125,0.961176245,1.513606979,3.950825947,60642,73.41020703,1.266005263,19.81634945,1.166011766,,,,,,,,,6.77344799,0.522080157,,,,,,,,,,,,,,
299,Sea aerosol (Cl),0.859783659,1.46390253,0.973913664,81.5625,1.046284166,1.425714677,4.172299267,59391,56.93771839,1.245502755,23.49063009,0.895510521,2.474452369,0.460725557,,,,,,,17.09720343,0.606473302,,,,,,,,,,,,,,
300,Sea aerosol (Cl),0.720627923,1.53206134,0.845965765,112.5,0.95787889,1.296071443,3.305405397,55220,58.65150094,1.300362591,24.21743721,0.986583624,1.727190986,0.528118713,,,,,,,15.40387571,0.616291119,,,,,,,,,,,,,,
301,Sea aerosol (Cl),0.665959597,1.36936347,0.91660049,52.03125,0.920829026,1.255159228,3.478227691,57594,58.37583542,1.257449947,25.69865286,0.979622081,,,,,,,,,15.92551023,0.60830228,,,,,,,,,,,,,,
302,Oxygen only,1.436285998,1.27982885,1.268035166,56.25,1.352307705,1.622867988,4.390990187,60195,100,0.000386975,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Sea aerosol (Cl),0.621230968,1.411226547,0.775468618,74.53125,0.889368222,1.094361899,3.038063451,53824,59.88298059,1.382084191,24.04779643,1.089344639,,,,,,,,,16.06922448,0.687189074,,,,,,,,,,,,,,
304,Sea aerosol (Cl),0.566562643,2.170305057,0.606824729,105.46875,0.849335011,1.316994777,3.250037067,51984,59.0634644,1.437054295,24.81142282,1.149484236,,,,,,,,,16.1251083,0.722284801,,,,,,,,,,,,,,
305,Sea aerosol (Cl),0.576502338,1.799657944,0.684110763,113.90625,0.856752925,1.231165369,3.077214773,52947,60.0846529,1.412230916,23.81051779,1.090219524,1.954709366,0.589281088,,,,,,,14.15011883,0.653016986,,,,,,,,,,,,,,
306,Sea aerosol (Cl),0.780266096,1.188780607,0.986960059,122.34375,0.996727469,1.173278977,3.266254075,57649,57.64353871,1.220150851,25.80665052,0.947065931,,,,,,,,,16.54981077,0.600070274,,,,,,,,,,,,,,
307,Sea aerosol (Cl),0.586442034,1.133446923,0.845965765,106.875,0.864107162,0.958857293,2.770721506,54549,58.32941532,1.336875558,24.43427294,1.001738198,2.301742882,0.532841217,,,,,,,14.93457407,0.618795492,,,,,,,,,,,,,,
308,Sea aerosol (Cl),0.690808836,1.636147752,0.832150374,111.09375,0.937851336,1.361520963,3.510661708,52414,63.73916268,1.349686179,21.18040025,1.060607564,2.296170965,0.615261775,,,,,,,12.78426647,0.617060997,,,,,,,,,,,,,,
309,Sea aerosol (Cl),0.511894317,1.378595168,0.780518239,59.0625,0.807319074,1.076018673,2.920609487,53583,59.1349721,1.464542001,22.48599529,1.10896118,2.051679604,0.60091652,,,,,,,14.34546709,0.647977041,,,,,,,,,1.981893927,0.570912939,,,,
310,Sea aerosol (Cl),0.596381729,1.236508356,0.870207361,149.0625,0.871399335,1.076018673,3.132583102,56596,58.49383473,1.354960538,23.36754203,1.001411956,2.421965264,0.517557608,,,,,,,15.71666896,0.64330278,,,,,,,,,,,,,,
311,Sea aerosol (Cl),0.591411881,1.397906075,0.797373854,71.71875,0.867760909,1.114653756,3.093431781,52716,62.35346794,1.341584232,20.43117583,1.024282258,2.609683387,0.570797361,,,,,,,14.60567266,0.646994449,,,,,,,,,,,,,,
312,Oxygen only,0.50692447,1.843194269,0.780093858,101.25,0.803390491,1.437864527,4.156082258,54246,100,0.000273154,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Sea aerosol (Cl),0.452256145,1.883587029,0.617263017,104.0625,0.758834901,1.162668612,2.849024148,60421,62.95893788,1.368068904,22.46609926,1.107317582,,,,,,,,,14.57496136,0.675825914,,,,,,,,,,,,,,
314,Sea aerosol (Cl),0.854813812,1.274754181,0.996980215,33.75,1.04325584,1.270904697,3.510661708,61699,70.86467743,1.153515931,20.56944966,0.968594756,,,,,,,1.030871272,0.61997734,7.535000145,0.447753817,,,,,,,,,,,,,,
315,Sea aerosol (Cl),0.646080207,1.504793186,0.775468618,64.6875,0.906981184,1.166919892,3.422859361,52050,64.11827207,1.336582564,18.67683828,1.003087405,2.998231538,0.611963496,,,,,,,14.20665085,0.651606871,,,,,,,,,,,,,,
316,Sea aerosol (Cl),0.586442034,1.310640868,0.834982279,74.53125,0.864107162,1.094361899,3.282471084,53900,62.02872396,1.330596581,22.80410975,1.063302066,,,,,,,,,15.16716331,0.661318097,,,,,,,,,,,,,,
317,Sea aerosol (Cl),0.501954622,1.391282501,0.771734524,112.5,0.799442602,1.073700739,3.109648789,55258,61.87999845,1.316979062,22.69700766,1.026727352,1.714517921,0.571904425,,,,,,,13.70847821,0.603537727,,,,,,,,,,,,,,
318,Gypsium,0.576502338,1.628810714,0.69788615,119.53125,0.856752925,1.136724439,2.770721506,61008,87.73507476,0.793370884,,,,,,,,,6.19136095,0.700728269,,,,,6.073558703,0.378084695,,,,,,,,,,
319,Sea aerosol (Cl),0.606321425,1.238838848,0.845965765,70.3125,0.878630989,1.048015254,3.187951432,52188,59.34904218,1.37599716,24.65866804,1.089408714,,,,,,,,,15.9922868,0.685185147,,,,,,,,,,,,,,
320,Sea aerosol (Cl),0.710688227,2.022372162,0.704971471,98.4375,0.951249891,1.425714677,3.494444699,53972,56.24883771,1.396635175,24.81089681,1.033010986,2.355666272,0.550414622,,,,,,,16.58459753,0.66815149,,,,,,,,,,,,,,
321,Sea aerosol (Cl),0.670929445,1.595234896,0.838487492,71.71875,0.924258568,1.337584507,3.817154975,54127,58.7957859,1.434364449,23.81989211,1.079724263,1.896837354,0.58943443,,,,,,,15.48747867,0.684178155,,,,,,,,,,,,,,
322,Sea aerosol (Cl),0.675899293,1.547597952,0.897282193,113.90625,0.927675432,1.388632085,5.022976128,51893,67.17960238,1.283914689,22.45563865,1.071668323,1.978076063,0.636332063,,,,,,,8.386687189,0.513740303,,,,,,,,,,,,,,
323,Sea aerosol (Cl),0.501954622,1.835140149,0.656409119,111.09375,0.799442602,1.204602728,2.959760808,54590,61.33049726,1.348147541,22.15930223,1.040627342,2.170752361,0.569073483,,,,,,,14.33944702,0.639885664,,,,,,,,,,,,,,
324,Sea aerosol (Cl),0.561592795,1.737893641,0.69788615,144.84375,0.845601652,1.212851903,3.038063451,61813,64.56654668,1.244539209,20.79203129,0.978521071,1.957475208,0.558708562,,,,,,,12.68394291,0.568435807,,,,,,,,,,,,,,
325,Sea aerosol (Cl),1.003909244,1.372703184,1.057457206,29.53125,1.130582571,1.451574873,3.967042956,54697,72.71209359,1.139002852,19.96603757,0.984520186,2.048453502,0.577411847,,,,,,,5.273419619,0.391391525,,,,,,,,,,,,,,
326,Sea aerosol (Cl),0.536743556,1.647878162,0.705554961,104.0625,0.826681995,1.162668612,3.054280459,55043,59.66962576,1.338699926,24.97426122,1.06528271,,,,,,,,,15.35610706,0.649518473,,,,,,,,,,,,,,
327,Sea aerosol (Cl),0.511894317,1.290278535,0.761007129,68.90625,0.807319074,0.981911164,2.715353176,60404,62.96809316,1.312714815,22.82353044,1.075733826,,,,,,,,,14.2083779,0.644714478,,,,,,,,,,,,,,
328,Sea aerosol (Cl),0.61626112,1.266372126,0.880194481,71.71875,0.885803606,1.114653756,3.148800111,53583,54.50952649,1.405584998,25.03352761,1.016000938,2.947828174,0.545247598,,,,,,,17.50910729,0.683230441,,,,,,,,,,,,,,
329,Sea aerosol (Cl),0.705718379,1.657168643,0.766906581,109.6875,0.947918007,1.270893538,3.210885745,56976,58.25776458,1.316339616,26.17834806,1.040417328,,,,,,,,,15.56389183,0.635839906,,,,,,,,,,,,,,
330,Oxygen only,0.482075231,1.600851571,0.696288011,71.71875,0.783452135,1.114653756,2.786938514,59435,100,0.000823407,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Sea aerosol (Cl),0.501954622,1.427497536,0.729159231,118.125,0.799442602,1.040873005,2.715353176,61796,60.97786427,1.289675944,23.56797308,1.028217282,,,,,,,,,15.45416117,0.645935582,,,,,,,,,,,,,,
332,Aluminosillicates,0.477105383,1.225649072,0.747735161,67.5,0.77940326,0.916460906,2.44801123,59432,85.07016301,2.699679881,,,,,6.850720942,2.790994011,5.566556752,0.643683318,,,,,,,,,,,2.51255054,0.650191307,,,,,,
333,Sea aerosol (Cl),0.566562643,1.437393765,0.775468618,71.71875,0.849335011,1.114653756,3.054280459,52581,62.79752254,1.3203579,23.49255681,1.085869595,,,,,,,,,13.70992362,0.627327478,,,,,,,,,,,,,,
334,False Si ,0.487045079,1.303837256,0.704971471,32.34375,0.787480193,0.919168067,2.510096865,56878,92.90595651,0.84792478,,,,,,,7.094036043,0.847924873,,,,,,,,,,,,,,,,,,
335,Sea aerosol (Cl),0.889602746,1.200400658,1.134222107,21.09375,1.064273177,1.361520963,3.999476972,54311,59.00518894,1.265252475,24.01505411,0.967431534,2.122198418,0.491016265,,,,,,,14.85755295,0.592456711,,,,,,,,,,,,,,
336,Sea aerosol (Cl),0.482075231,1.57038374,0.752495199,73.125,0.783452135,1.181706225,3.109648789,53399,59.81357098,1.475672331,24.18973297,1.175798289,,,,,,,,,13.8270393,0.654576812,,,,,,,,,2.169657685,0.602088543,,,,
337,Sea aerosol (Cl),0.452256145,1.489099868,0.689287843,105.46875,0.758834901,1.026418436,2.676201854,55463,62.96412945,1.353456359,21.08195722,1.046273112,1.847188734,0.578902941,,,,,,,14.10672814,0.635898579,,,,,,,,,,,,,,
338,Sea aerosol (Cl),0.447286297,1.87366162,0.657090563,113.90625,0.754653961,1.231165369,3.148800111,57952,73.73085022,1.469024736,16.8887794,1.325052325,,,,,,,,,9.380368888,0.678295223,,,,,,,,,,,,,,
339,Sea aerosol (Cl),0.447286297,1.581133141,0.69788615,116.71875,0.754653961,1.103450921,3.298688092,60329,77.27593184,1.285057422,15.33802301,1.188602112,,,,,,,,,7.386045903,0.561362319,,,,,,,,,,,,,,
340,Sillica mixtures ,0.740507314,1.165045472,0.947131204,63.28125,0.97100113,1.103450921,3.337839413,60738,84.86503959,2.390003204,,,,,2.076205611,2.375375852,5.642795935,0.550920004,4.021534324,0.962543767,,,1.457610913,0.394067168,,,,,1.936814561,0.546055567,,,,,,
341,Sea aerosol (Cl),0.581472186,1.998549986,0.714215638,109.6875,0.860437901,1.427395653,3.478227691,53053,64.40556645,1.335191354,21.76177353,1.100551244,,,,,,,,,13.83266002,0.65381946,,,,,,,,,,,,,,
342,Sea aerosol (Cl),0.546683252,1.342250327,0.775468618,28.125,0.834301345,1.040873005,2.959760808,55322,64.46478963,1.274882164,20.40025443,0.998007879,2.425782569,0.567759108,,,,,,,12.7091676,0.583513081,,,,,,,,,,,,,,
343,Sea aerosol (Cl),0.546683252,1.455971595,0.704971471,105.46875,0.834301345,1.026418436,2.659984846,61730,59.02876854,1.32884169,25.6760478,1.065510511,,,,,,,,,15.29518366,0.647511892,,,,,,,,,,,,,,
344,Aged Sea Aerosol,0.824994725,1.181815596,1.096678236,112.5,1.024897999,1.296071443,4.684048845,61004,67.46183038,1.37266526,19.11580712,1.084525883,,,,,,,2.298593521,0.714869425,11.12375855,0.603599008,,,,,,,,,,,,,,
345,Sea aerosol (Cl),0.46219584,1.996603543,0.6633859,115.3125,0.767128425,1.324518639,3.243319762,58522,66.05151296,1.434684824,22.08305746,1.225800347,,,,,,,,,11.86543182,0.680023385,,,,,,,,,,,,,,
346,Oxygen only,0.516864165,1.557408677,0.770811723,40.78125,0.811228633,1.200468866,3.077214773,59702,100,0.000844575,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Sea aerosol (Cl),0.526803861,1.460142174,0.73692733,120.9375,0.818991763,1.076018673,2.865241157,60958,65.4720068,1.312591787,22.92566001,1.126690581,,,,,,,,,11.60233095,0.606153533,,,,,,,,,,,,,,
348,Sea aerosol (Cl),0.452256145,1.31422162,0.697341219,67.5,0.758834901,0.916460906,2.431794222,60834,63.43678236,1.298934408,21.77997679,1.050632354,,,,,,,,,14.78324234,0.65473509,,,,,,,,,,,,,,
349,Sillica mixtures ,1.287190565,1.290006276,1.152772766,59.0625,1.280196051,1.487084103,4.179016571,54827,75.75753927,0.93714036,11.28421724,0.696269516,,,,,6.878828257,0.351082347,6.079411879,0.607305812,,,,,,,,,,,,,,,,
350,Sea aerosol (Cl),0.447286297,1.689190269,0.684476464,127.96875,0.754653961,1.156210982,2.982695121,53242,64.08026218,1.398323476,21.39446735,1.138383523,,,,,,,,,14.52527344,0.698470557,,,,,,,,,,,,,,
351,Sea aerosol (Cl),0.452256145,2.13962168,0.563977176,82.96875,0.758834901,1.206697794,2.904392478,52709,69.19807792,1.206649654,21.28953189,1.022270881,2.125915885,0.587986596,,,,,,,7.386478782,0.457868772,,,,,,,,,,,,,,
352,Sea aerosol (Cl),0.472135536,1.229269553,0.747735161,32.34375,0.775333241,0.919168067,2.597899211,54048,61.83881164,1.32898856,22.18967378,1.027873065,2.085829899,0.570443878,,,,,,,13.88568729,0.614498463,,,,,,,,,,,,,,
353,Sea aerosol (Cl),0.680869141,1.211137378,0.911086505,116.71875,0.931079757,1.103450921,3.171734424,57394,57.0736289,1.29907364,24.66342449,0.968607515,1.787165366,0.496712048,,,,,,,16.47578627,0.624271343,,,,,,,,,,,,,,
354,Sea aerosol (Cl),0.482075231,2.283530102,0.567573618,112.5,0.783452135,1.296071443,3.243319762,57219,72.09703326,1.483701915,17.43007749,1.313023455,,,,,,,,,10.47288626,0.708023226,,,,,,,,,,,,,,
355,Sea aerosol (Cl),0.561592795,2.679075399,0.588379515,99.84375,0.845601652,1.576313084,3.761786645,53747,58.57058167,1.352916379,26.00423992,1.075316314,,,,,,,,,15.42517692,0.659369724,,,,,,,,,,,,,,
356,Sea aerosol (Cl),0.576502338,1.134197939,0.946660809,157.5,0.856752925,1.073700739,3.794220661,60253,71.2318778,1.351384167,19.6233511,1.204915717,,,,,,,,,9.144765139,0.608841004,,,,,,,,,,,,,,
357,Sea aerosol (Cl),0.670929445,1.225296504,0.96442471,73.125,0.924258568,1.181706225,3.621398367,60204,72.06519246,1.549593173,16.25731289,1.177313458,3.781345114,0.75324541,,,,,0.599943474,0.877495855,7.296207547,0.564223249,,,,,,,,,,,,,,
358,Sea aerosol (Cl),0.57153249,1.384583095,0.775468618,157.5,0.853052031,1.073700739,2.904392478,54317,61.20297909,1.383254584,22.35649973,1.055009104,2.22093612,0.594140869,,,,,,,14.21958506,0.642884802,,,,,,,,,,,,,,
359,Sea aerosol (Cl),0.531773708,1.133446923,0.845965765,73.125,0.822845863,0.958857293,2.920609487,62716,62.44559288,1.246719249,23.05252403,1.021225378,,,,,,,,,14.50187862,0.618980592,,,,,,,,,,,,,,
360,Oxygen only,5.456892821,1.359828586,2.366492444,28.125,2.635892967,3.218024074,9.469334645,55998,100,0.00053286,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Aluminosillicates,5.138822566,1.403863052,2.694892707,26.71875,2.557919487,3.7832603,16.49737537,54593,79.84135747,1.795533858,,,2.214391902,0.42710118,5.547038093,1.928126998,9.799981862,0.52461396,,,,,2.597230114,0.300757238,,,,,,,,,,,,
362,Sillica mixtures ,0.601351577,2.65511334,0.62493266,102.65625,0.875022633,1.659267042,3.817154975,59321,85.03023982,2.523878217,,,,,4.85474281,2.680610865,7.187344879,0.634271046,,,,,2.927671187,0.438783038,,,,,,,,,,,,
363,Sea aerosol (Cl),0.844874116,1.202081023,0.996980215,118.125,1.037172664,1.198450997,3.510661708,54542,54.33104038,1.408504508,28.60375345,1.078322623,,,,,,,,,17.06520766,0.67694746,,,,,,,,,,,,,,
364,No Classification,0.477105383,2.643541461,0.536675,63.28125,0.77940326,1.418722613,3.220385449,55569,84.81982946,1.560581196,4.709281027,1.172867231,,,,,,,3.628420085,0.972388964,3.617180884,0.5224247,,,3.225297853,0.46300902,,,,,,,,,,
365,Aged Sea Aerosol,0.765356552,1.610855372,0.775468618,73.125,0.987158664,1.249167789,3.155517416,58002,64.2570138,1.146043558,16.95455909,0.812295917,2.005945332,0.448680157,,,,,1.495733391,0.519176107,11.86635718,0.485187862,,,,,,,3.420392796,0.359603646,,,,,,
366,Sea aerosol (Cl),0.511894317,1.541825515,0.69788615,30.9375,0.807319074,1.076018673,2.676201854,61058,65.18184543,1.21167805,22.82742262,1.029418036,,,,,,,,,11.99072674,0.565174408,,,,,,,,,,,,,,
367,Oxygen only,0.631170663,1.109399786,0.916462912,146.25,0.896454934,1.016723758,2.88817547,57294,100,0.000712234,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Sea aerosol (Cl),0.586442034,1.581133141,0.704971471,108.28125,0.864107162,1.114653756,2.9435438,55637,56.35935664,1.315231528,24.17102903,0.966077112,1.904375106,0.507017877,,,,,,,17.56523699,0.651456509,,,,,,,,,,,,,,
369,Sea aerosol (Cl),0.720627923,1.176007903,0.968387719,67.5,0.95787889,1.13883161,3.376990735,54013,57.58794546,1.323115174,25.93531013,1.037831325,,,,,,,,,16.47675186,0.652642455,,,,,,,,,,,,,,
370,Sea aerosol (Cl),0.57153249,1.425209375,0.797584172,119.53125,0.853052031,1.136724439,2.99891213,54627,60.00902057,1.368584204,23.89902174,1.073495205,,,,,,,,,16.09196514,0.68256096,,,,,,,,,,,,,,
