Id,Class,Area (µm²),Aspect Ratio,Breadth (µm),Direction (°),ECD (µm),Length (µm),Perimeter (µm),Count,O Wt%,O Wt% ?,Na Wt%,Na Wt% ?,Mg Wt%,Mg Wt% ?,Si Wt%,Si Wt% ?,P Wt%,P Wt% ?,S Wt%,S Wt% ?,Cl Wt%,Cl Wt% ?,Ca Wt%,Ca Wt% ?,Cu Wt%,Cu Wt% ?,,,,,,,,,,
1612,Sea aerosol (Cl),0.611291272,1.567996444,0.82657805,112.5,0.882224587,1.296071443,3.510661708,62001,64.81904387,1.359108277,21.78427875,1.115801651,,,,,,,,,,,13.39668036,0.662540924,,,,,,,,,,,,
1613,Sea aerosol (Cl),0.775296248,1.271843567,0.947131204,21.09375,0.993548107,1.204602728,3.243319762,53613,65.58434963,1.343706343,20.09239644,1.067712437,1.852615736,0.616497127,,,,,,,,,12.47063205,0.618115254,,,,,,,,,,,,
1616,Sea aerosol (Cl),0.775296248,1.090235277,0.986960059,120.9375,0.993548107,1.076018673,3.077214773,55298,59.65826511,1.397694182,23.54661077,1.061063912,1.734299213,0.569887133,,,,,,,,,15.06081969,0.659867423,,,,,,,,,,,,
1617,Sea aerosol (Cl),0.447286297,2.011540129,0.68043362,125.15625,0.754653961,1.368719531,4.054845302,61138,58.40314031,1.488630474,20.53416371,1.068081707,2.77304519,0.585368928,,,,,,,,,16.60005152,0.714938296,,,,,,,,,,,1.689599082,0.593955629
1619,Aged Sea Aerosol,0.561592795,1.460778407,0.855138454,73.125,0.845601652,1.249167789,3.526878716,54323,79.10639644,2.163720876,11.75618097,1.029255986,,,0.298423553,2.200992964,3.393311799,0.429275399,,,4.320883751,0.791570265,,,1.124807633,0.31586031,,,,,,,,,,
1623,Sea aerosol (Cl),1.073487112,1.892525172,1.060158559,108.28125,1.169104889,2.00637676,6.926803764,55386,72.91463614,1.955748349,14.41898346,1.681406051,,,,,,,,,,,7.963752002,0.749591319,,,,,,,,,,,4.702623561,1.094789803
1625,Sea aerosol (Cl),0.482075231,1.233306298,0.743092699,157.5,0.783452135,0.916460906,2.50337956,62019,71.52117491,1.263655815,17.66758561,1.107027847,,,,,,,,,,,10.81124395,0.596528966,,,,,,,,,,,,
1627,Sea aerosol (Cl),1.162944372,1.302717548,1.168112154,104.0625,1.216842949,1.521720201,4.455858221,61493,70.10339499,1.324944384,20.32147646,1.042723749,1.837721467,0.617257366,,,,,,,1.235052571,0.708922325,6.50235489,0.46198233,,,,,,,,,,,,
1630,False Si ,0.516864165,1.95235166,0.711261251,113.90625,0.811228633,1.388632085,3.683484002,54898,95.36855817,1.462999359,,,,,,,4.631442949,1.462999918,,,,,,,,,,,,,,,,,,
1631,Sea aerosol (Cl),0.745477161,1.155449102,0.947131204,15.46875,0.974254074,1.094361899,3.093431781,55662,64.874506,1.319946535,20.92030495,1.047265623,2.162575908,0.611137878,,,,,,,,,12.0426096,0.586592359,,,,,,,,,,,,
1632,Sea aerosol (Cl),0.457225992,1.734110746,0.723805691,127.96875,0.762992932,1.255159228,3.155517416,57188,71.61056399,1.466022059,18.14492196,1.299687941,,,,,,,,,,,10.24451852,0.700365286,,,,,,,,,,,,
1633,Sea aerosol (Cl),0.790205791,1.6899036,0.984543953,126.5625,1.003055961,1.66378437,5.802067652,56599,73.76244664,1.598496363,16.46460146,1.446596067,,,,,,,,,,,9.772950411,0.744314725,,,,,,,,,,,,
1638,,0.800145487,1.384080399,0.889482816,102.65625,1.009344775,1.231115731,3.282471084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,,0.914451985,1.313195434,0.986960059,67.5,1.079034952,1.296071443,3.533596021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,,0.541713404,1.083330963,0.845965765,22.5,0.830500408,0.916460906,2.581682203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,,0.482075231,1.297347759,0.754854255,59.0625,0.783452135,0.979308477,2.715353176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,,0.457225992,1.221589074,0.774249783,153.28125,0.762992932,0.945815075,2.581682203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Silica mixtures +NaCl,3.931149564,1.22434686,2.224711276,9.84375,2.23725168,2.723818266,8.823914095,56047,68.56385469,1.28054833,5.546682328,0.550408242,5.681677908,0.411595358,1.867231727,1.26555562,9.967059642,0.414924929,,,,,5.233471468,0.311767263,1.661658101,0.204106234,,,,,,,1.478360593,0.264298893,,
1648,Sea aerosol (Cl),0.46219584,1.517690216,0.766077688,14.0625,0.767128425,1.162668612,3.510661708,59568,69.9857235,1.45256659,14.18155432,1.106368378,2.41161529,0.73863063,,,,,,,,,13.42111379,0.729512889,,,,,,,,,,,,
1649,Sea aerosol (Cl),0.457225992,1.479580393,0.64803714,126.5625,0.762992932,0.958823046,2.44801123,62256,71.57526612,1.310569234,18.92178655,1.165617537,,,,,,,,,,,9.502940625,0.600375235,,,,,,,,,,,,
1651,Sea aerosol (Cl),0.467165688,1.166190257,0.747735161,75.9375,0.771241744,0.872001459,2.408859909,54234,66.31640196,1.56960506,19.78741884,1.297283266,,,,,,,,,,,11.63317189,0.682632113,,,,,,,,,,,2.263003029,0.716463011
1652,Sea aerosol (Cl),0.511894317,1.313180408,0.747735161,68.90625,0.807319074,0.981911164,2.542530881,55966,65.24354219,1.354500465,19.05338019,1.044838596,2.23967731,0.606174115,,,,,,,,,13.46340775,0.641136244,,,,,,,,,,,,
1656,Sea aerosol (Cl),0.755416857,1.253178665,0.931168017,115.3125,0.980727595,1.166919892,3.132583102,57505,63.3983016,1.213723142,22.33719081,0.993261486,,,,,,,,,,,14.26450759,0.593053456,,,,,,,,,,,,
1658,Sea aerosol (Cl),0.631170663,1.537977021,0.788602096,125.15625,0.896454934,1.212851903,3.038063451,56797,82.28994608,1.93870049,10.53633541,1.768354885,,,,,,,,,,,4.852168262,0.730337016,,,,,,,2.321554348,0.747943483,,,,
1659,Sea aerosol (Cl),1.272281022,1.6679027,1.11185352,81.5625,1.272760193,1.854463488,5.124213084,52573,70.62720656,1.229601447,21.31563425,1.116790343,,,,,,,,,,,8.057161421,0.51290025,,,,,,,,,,,,
1662,Sea aerosol (Cl),0.472135536,1.192565297,0.747735161,108.28125,0.775333241,0.891723004,2.44801123,53755,71.01271749,1.4557763,18.31338555,1.281126402,,,,,,,,,,,10.67389548,0.686046993,,,,,,,,,,,,
1665,Sea aerosol (Cl),0.516864165,1.456861921,0.69788615,123.75,0.811228633,1.016723758,2.692418863,53277,70.43135762,1.341064647,17.97742844,1.162652019,,,,,,,,,,,11.59120798,0.638403324,,,,,,,,,,,,
1666,Sea aerosol (Cl),0.596381729,1.166313084,0.865394686,115.3125,0.871399335,1.009321145,2.809872827,54630,61.8345201,1.429300755,21.39471173,1.092277933,1.869684085,0.607333146,,,,,,,,,14.90108818,0.684699649,,,,,,,,,,,,
1667,Sea aerosol (Cl),0.46219584,1.139046757,0.775468618,118.125,0.767128425,0.883295014,2.487162552,54581,66.84463024,1.396956295,20.76196373,1.188533287,,,,,,,,,,,12.39340231,0.673889741,,,,,,,,,,,,
1669,Sea aerosol (Cl),0.501954622,1.282348808,0.747735161,163.125,0.799442602,0.958857293,2.542530881,54804,68.17644238,1.307030302,20.4834789,1.117911749,,,,,,,,,,,11.34007573,0.616148394,,,,,,,,,,,,
1670,Metallic Cr,3.374526617,1.232769211,2.047413621,126.5625,2.072819513,2.523988475,7.657244262,61357,92.48560667,1.089574769,,,,,,,,,,,,,,,,,,,,,7.51439929,1.089574862,,,,
1673,Sea aerosol (Cl),0.492014926,1.392838157,0.704971471,68.90625,0.791487752,0.981911164,2.526313873,62123,62.42104769,1.271995436,21.6098398,0.982005708,2.063555457,0.567213399,,,,,,,,,13.90555352,0.598378014,,,,,,,,,,,,
1675,Sea aerosol (Cl),0.501954622,1.303837256,0.704971471,147.65625,0.799442602,0.919168067,2.470945543,54742,63.75142336,1.286377013,23.82322848,1.078400016,,,,,,,,,,,12.42534444,0.60097361,,,,,,,,,,,,
1678,Sea aerosol (Cl),1.07845696,1.363536528,1.046829225,147.65625,1.171808026,1.427389887,4.100713928,54226,60.63140631,1.331494655,21.8541041,1.00547336,1.754600927,0.541406125,,,,,,,,,15.75989276,0.647582021,,,,,,,,,,,,
1681,Sea aerosol (Cl),0.457225992,1.317074522,0.69788615,122.34375,0.762992932,0.919168067,2.3926429,52801,69.83364224,1.417235844,18.03810596,1.164529007,2.021464519,0.69984789,,,,,,,,,10.10678858,0.612724246,,,,,,,,,,,,
1685,Sea aerosol (Cl),0.496984774,1.575116071,0.69478175,74.53125,0.795475121,1.094361899,2.676201854,53186,65.48447013,1.47607727,20.74573636,1.179488655,2.348232083,0.672012521,,,,,,,,,11.42155677,0.64683985,,,,,,,,,,,,
1687,Sea aerosol (Cl),0.765356552,1.32995668,0.888529862,73.125,0.987158664,1.181706225,3.132583102,54959,65.37174582,1.416123752,20.36928087,1.127963141,2.068680525,0.655032927,,,,,,,,,12.19030097,0.635156594,,,,,,,,,,,,
1693,Sea aerosol (Cl),0.556622947,1.266216506,0.775468618,68.90625,0.841851737,0.981911164,2.620833524,54321,68.95434856,1.293819305,20.34772485,1.119052246,,,,,,,,,,,10.69792956,0.593489734,,,,,,,,,,,,
1695,Sea aerosol (Cl),0.452256145,1.139150333,0.747735161,23.90625,0.758834901,0.851782758,2.353491579,55310,65.72041512,1.400116086,21.89109176,1.175068598,,,,,,,,,,,12.38849983,0.657771342,,,,,,,,,,,,
1701,Sea aerosol (Cl),0.7703264,1.268647752,0.916462912,104.0625,0.990358539,1.162668612,3.132583102,55721,64.9248898,1.293345168,20.17988414,1.013327204,2.059631608,0.580096804,,,,,,,,,12.83559054,0.593436928,,,,,,,,,,,,
1702,False Si ,0.720627923,1.814531324,0.939689607,97.03125,0.95787889,1.705096227,5.352403708,60505,95.27936578,1.369301509,,,,,,,4.720640928,1.36930095,,,,,,,,,,,,,,,,,,
1707,Sea aerosol (Cl),0.606321425,1.191033307,0.847433182,154.6875,0.878630989,1.009321145,2.826089835,52781,65.4961288,1.316304039,22.24161029,1.117836125,,,,,,,,,,,12.26226017,0.616496103,,,,,,,,,,,,
1708,Sea aerosol (Cl),0.501954622,1.219669054,0.775468618,116.71875,0.799442602,0.945815075,2.581682203,53126,67.29428172,1.387680508,20.06259263,1.171452831,,,,,,,,,,,12.64313012,0.672314828,,,,,,,,,,,,
1709,Aged Sea Aerosol,3.548471288,1.279289493,2.091136548,18.28125,2.125571445,2.675169013,9.068321727,56079,69.49031949,1.053327974,23.01193774,0.898179598,,,,,,,,,7.497744262,0.675660651,,,,,,,,,,,,,,
1713,Sea aerosol (Cl),0.785235943,1.232057277,0.947131204,64.6875,0.999896722,1.166919892,3.171734424,54693,65.55211544,1.410080679,19.45959628,1.10806711,2.049656771,0.650011096,,,,,,,,,12.93862462,0.656539248,,,,,,,,,,,,
1715,Sea aerosol (Cl),0.501954622,1.637803372,0.735498991,68.90625,0.799442602,1.204602728,3.171734424,53469,65.16277194,1.317642257,22.9472056,1.115323976,,,,,,,,,,,11.89001799,0.610998599,,,,,,,,,,,,
1716,Sea aerosol (Cl),0.536743556,1.193099281,0.845965765,115.3125,0.826681995,1.009321145,2.809872827,62854,72.10816741,1.284865942,17.14844108,1.139163319,,,,,,,,,,,10.74339077,0.613955827,,,,,,,,,,,,
1717,Sea aerosol (Cl),0.656019902,1.248402814,0.919207284,101.25,0.913931333,1.14754096,3.243319762,55110,69.74972486,1.158581302,20.39931417,1.024799887,,,,,,,,,,,9.85095799,0.521632982,,,,,,,,,,,,
1718,Sea aerosol (Cl),0.740507314,1.445250672,0.916462912,115.3125,0.97100113,1.324518639,4.439641212,52905,70.22777796,1.415711269,19.24423277,1.244248357,,,,,,,,,,,10.52799299,0.654945849,,,,,,,,,,,,
1719,Sea aerosol (Cl),0.740507314,1.396872396,0.845965765,73.125,0.97100113,1.181706225,3.227102754,62586,61.81117296,1.275067776,23.28232527,1.027870458,,,,,,,,,,,14.90650028,0.628395146,,,,,,,,,,,,
1723,Sea aerosol (Cl),0.496984774,1.47190272,0.697341219,105.46875,0.795475121,1.026418436,2.676201854,54558,70.22393346,1.308414154,20.1819092,1.158205047,,,,,,,,,,,9.594158828,0.582966162,,,,,,,,,,,,
1725,Sea aerosol (Cl),0.740507314,1.467543457,1.027998106,127.96875,0.97100113,1.508631893,4.974325103,52254,68.9201951,1.455492247,20.08125484,1.266648155,,,,,,,,,,,10.99855602,0.683211256,,,,,,,,,,,,
1727,Sea aerosol (Cl),0.452256145,1.109682316,0.775468618,35.15625,0.758834901,0.860523811,2.581682203,56645,67.52604246,1.265829895,20.99732161,1.083346549,,,,,,,,,,,11.47663593,0.596256927,,,,,,,,,,,,
1729,Cl,0.536743556,2.600548991,0.632855737,99.84375,0.826681995,1.645772347,3.967042956,52185,93.00358891,1.077427715,,,,,,,,,,,,,6.996414065,1.077427063,,,,,,,,,,,,
1730,Sea aerosol (Cl),0.496984774,1.392838157,0.704971471,21.09375,0.795475121,0.981911164,2.604616516,61114,71.16616368,1.235260256,17.93946326,1.079099346,,,,,,,,,,,10.89436933,0.590995373,,,,,,,,,,,,
1731,Sea aerosol (Cl),0.521834013,1.193393446,0.901646206,149.0625,0.81511944,1.076018673,3.321622405,53098,65.82298875,1.34562673,20.71622312,1.128848642,,,,,,,,,,,13.46078962,0.669019483,,,,,,,,,,,,
1732,Sea aerosol (Cl),0.511894317,1.31989632,0.788602096,61.875,0.807319074,1.040873005,3.093431781,52659,68.68259311,1.345643122,19.20439452,1.153443009,,,,,,,,,,,12.11301908,0.653545232,,,,,,,,,,,,
1734,Aluminosillicates,2.673778085,1.212684846,1.794564386,25.3125,1.845090782,2.176241037,6.076126902,56679,82.39589334,1.679627039,,,,,5.312237516,1.701418124,9.672806412,0.492322678,,,1.345602889,0.604249584,,,,,,,,,,,1.273467392,0.350779877,,
1735,Sea aerosol (Cl),0.46219584,1.353985314,0.75807206,74.53125,0.767128425,1.026418436,3.093431781,53834,67.92087555,1.356907375,20.01244426,1.156276651,,,,,,,,,,,12.06667647,0.651196158,,,,,,,,,,,,
1736,Sea aerosol (Cl),1.326949347,1.247967279,1.317551948,149.0625,1.299817057,1.64426172,5.241667049,55826,58.54377747,1.307259686,22.91499525,0.972713158,2.144794725,0.509406626,,,,,,,,,16.39643461,0.636711949,,,,,,,,,,,,
1737,Sea aerosol (Cl),0.536743556,2.109961993,0.803268333,73.125,0.826681995,1.694865653,4.706983158,60327,67.37521887,1.341435872,18.51309538,1.104960591,,,,,,,,,,,14.11169022,0.696184533,,,,,,,,,,,,
1738,Sea aerosol (Cl),1.466105084,1.382688915,1.189176901,59.0625,1.366273388,1.64426172,4.729917471,56707,66.4814949,1.090884395,23.16161245,0.948155485,,,,,,,,,,,10.35689786,0.476504816,,,,,,,,,,,,
1739,Sea aerosol (Cl),1.302100109,1.233446285,1.268948647,54.84375,1.287588968,1.565179994,5.525226003,57532,59.6126616,1.212470513,24.65784848,0.958451908,,,,,,,,,,,15.7294929,0.602380838,,,,,,,,,,,,
1740,Oxygen only,0.531773708,1.309699647,0.747735161,120.9375,0.822845863,0.979308477,2.581682203,58404,100,0.000702476,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Sea aerosol (Cl),0.72559777,1.585809689,0.916462912,104.0625,0.961176245,1.453335765,5.00675912,59699,76.18005276,1.815863326,12.83017397,1.475472562,3.944522887,1.060216129,,,,,,,,,7.045253366,0.742117176,,,,,,,,,,,,
1745,Sea aerosol (Cl),0.472135536,1.313195434,0.69788615,112.5,0.775333241,0.916460906,2.408859909,52653,68.71313453,1.405672915,19.34621483,1.207626704,,,,,,,,,,,11.94065288,0.671400782,,,,,,,,,,,,
1746,Sea aerosol (Cl),0.447286297,1.358797046,0.74280193,102.65625,0.754653961,1.009317069,3.070497468,60125,79.35329676,1.498339698,14.16906267,1.407378167,,,,,,,,,,,6.477637589,0.641171681,,,,,,,,,,,,
1747,Sea aerosol (Cl),0.511894317,1.660427478,0.64803714,149.0625,0.807319074,1.076018673,2.754504497,54124,76.8941462,1.329495758,15.9686029,1.09476326,,,,,1.070874929,0.353001175,,,0.835226383,0.736169703,5.231151357,0.467481837,,,,,,,,,,,,
1748,Sea aerosol (Cl),0.636140511,1.24868406,0.883691044,116.71875,0.899977363,1.103450921,3.187951432,53372,67.19145775,1.376194879,19.72019225,1.154097915,,,,,,,,,,,13.08834553,0.666891504,,,,,,,,,,,,
1749,Sea aerosol (Cl),0.447286297,1.411226547,0.775468618,74.53125,0.754653961,1.094361899,3.132583102,58598,74.2842257,1.474880148,17.13336408,1.345840376,,,,,,,,,,,8.582405746,0.662986422,,,,,,,,,,,,
1750,Sea aerosol (Cl),0.477105383,1.355256978,0.69788615,153.28125,0.77940326,0.945815075,2.44801123,55274,67.81587601,1.328521594,18.74240637,1.073992718,1.951892301,0.628773263,,,,,,,,,11.48982793,0.600844389,,,,,,,,,,,,
1751,Sea aerosol (Cl),0.839904268,1.185285533,0.996980215,163.125,1.034117657,1.181706225,3.282471084,55635,68.52101088,1.213079691,18.99110526,0.991370901,2.22022105,0.557332626,,,,,,,,,10.26766822,0.52047316,,,,,,,,,,,,
1752,Sea aerosol (Cl),0.516864165,2.04131788,0.666981354,158.90625,0.811228633,1.361520963,3.376990735,58012,73.80287051,1.496217865,17.11680591,1.350597013,,,,,,,,,,,9.080328047,0.695607904,,,,,,,,,,,,
1753,Sea aerosol (Cl),0.516864165,1.313180408,0.747735161,158.90625,0.811228633,0.981911164,2.637050533,54681,68.02365184,1.32491393,20.38540095,1.132556144,,,,,,,,,,,11.59095019,0.626203464,,,,,,,,,,,,
1760,,0.685838988,1.156539862,0.946237942,15.46875,0.93447168,1.094361899,3.054280459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,,0.611291272,1.178433722,0.883268177,28.125,0.882224587,1.040873005,2.849024148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,Sea aerosol (Cl),0.447286297,1.313195434,0.69788615,112.5,0.754653961,0.916460906,2.408859909,53567,69.24644709,1.342131849,20.48019171,1.169076934,,,,,,,,,,,10.27336717,0.611791993,,,,,,,,,,,,
1772,Sea aerosol (Cl),0.457225992,3.267480537,0.512816668,104.0625,0.762992932,1.675618483,3.778003653,57210,78.02789807,1.607208885,12.95717061,1.32350754,3.089852631,0.930231623,,,,,,,,,5.925073847,0.620211707,,,,,,,,,,,,
1776,Sea aerosol (Cl),0.735537466,1.202575528,1.048654938,116.71875,0.967737252,1.261086767,3.927891634,54028,74.82039332,1.344406325,19.26113218,1.247338951,,,,,,,,,,,5.918474123,0.56022983,,,,,,,,,,,,
1779,Ca rich,0.546683252,1.266216506,0.775468618,21.09375,0.834301345,0.981911164,2.620833524,53476,88.99863958,1.185443811,,,,,,,2.174789645,0.461169239,,,5.073256791,1.027623937,,,,,3.753308207,0.474385126,,,,,,,,
1792,Sea aerosol (Cl),0.496984774,1.360136307,0.704971471,73.125,0.795475121,0.958857293,2.526313873,53990,68.1086719,1.258992404,20.86333334,1.086696703,,,,,,,,,,,11.02799401,0.58218115,,,,,,,,,,,,
1799,Sea aerosol (Cl),0.541713404,1.118029966,0.845965765,63.28125,0.830500408,0.945815075,2.620833524,61407,76.96902752,1.275578886,17.23468304,1.095260214,2.064108849,0.697432691,,,,,,,,,3.732185438,0.436583674,,,,,,,,,,,,
1800,Sea aerosol (Cl),0.46219584,1.468460431,0.759040998,54.84375,0.767128425,1.114621671,3.093431781,60642,62.88576722,1.328906417,23.22256714,1.090919599,,,,,,,,,,,13.89166564,0.645021535,,,,,,,,,,,,
1801,Sea aerosol (Cl),0.536743556,1.193099281,0.845965765,25.3125,0.826681995,1.009321145,3.054280459,53171,64.87352252,1.369751338,22.24170119,1.145019196,,,,,,,,,,,12.88477927,0.661514606,,,,,,,,,,,,
1802,Oxygen only,0.859783659,1.37051915,0.970518592,122.34375,1.046284166,1.330114315,3.494444699,59787,100,0.000689363,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Sea aerosol (Cl),0.87966305,1.233043256,0.986960059,9.84375,1.058310815,1.216964445,3.360773726,56351,63.16872239,1.265240833,21.79076821,0.988854561,1.787807047,0.552404346,,,,,,,,,13.25270087,0.580245815,,,,,,,,,,,,
1805,Sea aerosol (Cl),1.396527216,1.240625463,1.246225268,113.90625,1.333459289,1.5460988,4.19523358,57981,56.82347417,1.291433349,23.97281975,0.944091659,2.264348045,0.490093417,,,,,,,,,16.93935245,0.624292903,,,,,,,,,,,,
1807,Sea aerosol (Cl),0.626200816,1.504793186,0.775468618,154.6875,0.892918608,1.166919892,2.966478113,53519,65.24789929,1.332862489,22.01731801,1.110080257,,,,,,,,,,,12.73479015,0.632557413,,,,,,,,,,,,
1812,Sea aerosol (Cl),0.735537466,1.72995851,0.863472629,109.6875,0.967737252,1.493771823,3.849588991,58764,77.00721622,1.620147936,15.39046913,1.503269374,,,,,,,,,,,7.602318376,0.718464889,,,,,,,,,,,,
1814,Sea aerosol (Cl),1.008879092,1.373375086,1.056939862,150.46875,1.133377587,1.451574873,3.927891634,53586,61.06517911,1.410943549,22.71833569,1.085710339,2.202145196,0.605239021,,,,,,,,,14.01433945,0.656406349,,,,,,,,,,,,
1817,Ca rich,3.89636063,1.466107005,2.06530862,25.3125,2.227330338,3.027963436,7.973237233,56065,82.99252987,1.308431849,,,1.177840307,0.337952375,1.457706559,1.239381731,3.534851968,0.286470633,,,2.254487015,0.473451102,1.58228334,0.238646637,,,5.674207583,0.308900536,,,,,1.326099224,0.281986129,,
1821,Sea aerosol (Cl),0.730567618,1.252141189,0.916462912,78.75,0.964462328,1.14754096,3.054280459,53713,63.58607411,1.419366524,22.50552773,1.172120124,,,,,,,,,,,13.90840411,0.683316635,,,,,,,,,,,,
1828,Sea aerosol (Cl),0.467165688,1.192565297,0.747735161,161.71875,0.771241744,0.891723004,2.408859909,53989,70.89399099,1.352220867,18.70867461,1.193230134,,,,,,,,,,,10.39732844,0.612794422,,,,,,,,,,,,
1831,Sea aerosol (Cl),0.899542441,1.264906513,0.996980215,153.28125,1.070202321,1.261086767,3.360773726,56728,62.43853569,1.348631736,22.33144641,1.048036944,1.806181297,0.578144053,,,,,,,,,13.42384368,0.617437903,,,,,,,,,,,,
1832,Gypsium,0.606321425,2.112100445,0.64803714,125.15625,0.878630989,1.368719531,3.187951432,56364,88.43559027,1.122134458,,,,,,,,,,,5.766870454,1.010937523,,,,,5.797540024,0.526045915,,,,,,,,
1838,Sea aerosol (Cl),0.730567618,1.268647752,0.916462912,14.0625,0.964462328,1.162668612,3.266254075,53536,65.15555978,1.373186894,18.60285103,1.058372203,3.319330513,0.637444947,,,,,,,,,12.9222542,0.639912067,,,,,,,,,,,,
1841,Sea aerosol (Cl),0.551653099,1.174056164,0.834124045,120.9375,0.838085044,0.979308477,2.809872827,62676,67.2822535,1.322537754,18.84836257,1.048663631,2.150199562,0.638635224,,,,,,,,,11.71918511,0.597037049,,,,,,,,,,,,
1846,Sea aerosol (Cl),0.81505503,1.142281054,0.996980215,157.5,1.018705205,1.13883161,3.243319762,62295,70.08900046,1.145892031,20.62053382,1.02140205,,,,,,,,,,,9.290460497,0.506392634,,,,,,,,,,,,
1849,Sea aerosol (Cl),0.596381729,1.493839752,0.781154666,115.3125,0.871399335,1.166919892,3.266254075,54864,63.70642781,1.336979493,21.85060382,1.091637649,,,,,,,,,,,14.44296688,0.664717564,,,,,,,,,,,,
1852,Sea aerosol (Cl),0.511894317,1.26286023,0.775468618,149.0625,0.807319074,0.979308477,2.770721506,60086,71.89394236,1.341673732,17.32950658,1.180278976,,,,,,,,,,,10.77654585,0.645984104,,,,,,,,,,,,
1855,Aged Sea Aerosol,0.467165688,2.033601142,0.606410109,59.0625,0.771241744,1.23319629,3.015129138,52117,76.08576417,1.537118852,15.31822085,1.263413019,,,,,,,,,2.070152387,0.905262865,6.525868922,0.581286242,,,,,,,,,,,,
1857,Sea aerosol (Cl),0.61626112,2.288248215,0.661469752,118.125,0.885803606,1.513606979,4.172299267,61253,67.34558344,1.315581147,15.47574848,0.992303248,3.565931693,0.630158512,,,,,,,,,13.61273974,0.643187575,,,,,,,,,,,,
1859,Sea aerosol (Cl),0.675899293,1.317610951,0.845965765,161.71875,0.927675432,1.114653756,2.9435438,54939,63.89862299,1.309560612,21.90426439,1.071221661,,,,,,,,,,,14.19711113,0.647078268,,,,,,,,,,,,
1860,Sea aerosol (Cl),0.81505503,1.425123478,1.057457206,101.25,1.018705205,1.507007091,4.667831836,54524,64.52766657,1.315776352,19.93406266,1.024285145,2.029368095,0.58288849,,,,,,,,,13.50889355,0.61598476,,,,,,,,,,,,
1863,Sea aerosol (Cl),0.790205791,1.727427791,0.774321517,71.71875,1.003055961,1.337584507,3.344556718,54979,69.71278191,1.343552861,20.54318637,1.185689867,,,,,,,,,,,9.744025022,0.596830156,,,,,,,,,,,,
1865,,0.457225992,1.523041405,0.704971471,112.5,0.762992932,1.073700739,2.959760808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,Sea aerosol (Cl),0.596381729,1.248226089,0.839603708,109.6875,0.871399335,1.048015254,2.865241157,54048,66.37900472,1.415184978,21.44805789,1.200164575,,,,,,,,,,,12.17294186,0.672605727,,,,,,,,,,,,
1877,Sea aerosol (Cl),1.028758483,1.261993163,1.084569688,35.15625,1.144489398,1.368719531,3.722635323,55788,65.39894938,1.466535218,20.06887048,1.110905502,2.148355171,0.613163179,,,,,,,0.443962077,0.667795446,10.18507853,0.556085631,,,,,,,,,,,1.7547803,0.591943786
1881,Sea aerosol (Cl),0.482075231,1.241432839,0.826801422,15.46875,0.783452135,1.026418436,3.282471084,56651,85.60186625,2.078408189,9.174501896,2.000339329,,,,,,,,,,,5.223632604,0.835706014,,,,,,,,,,,,
1889,Sea aerosol (Cl),0.526803861,1.392838157,0.704971471,21.09375,0.818991763,0.981911164,2.565465195,61874,74.01766181,1.237143204,17.69243479,1.1260245,,,,,,,,,,,8.289901912,0.540115871,,,,,,,,,,,,
1898,Sea aerosol,1.043668026,1.857346213,1.1984515,78.75,1.152752967,2.225939355,7.02804072,53402,88.51448298,2.850929275,11.48552299,2.850929089,,,,,,,,,,,,,,,,,,,,,,,,
1900,Sea aerosol (Cl),0.496984774,1.43339661,0.744220989,172.96875,0.795475121,1.066763842,2.849024148,61979,67.19540358,1.346657891,20.28473765,1.136676967,,,,,,,,,,,10.3594631,0.553829595,,,,,,,,,,,2.160386369,0.62231333
1906,,0.710688227,1.254918436,0.914434697,11.25,0.951249891,1.14754096,3.187951432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,,0.775296248,1.216256262,0.916462912,18.28125,0.993548107,1.114653756,3.155517416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,Sea aerosol (Cl),0.606321425,1.160698464,0.845965765,68.90625,0.878630989,0.981911164,2.715353176,52400,65.2150929,1.426505763,21.79046273,1.184522081,,,,,,,,,,,12.9944548,0.686894497,,,,,,,,,,,,
1914,Cl,0.710688227,1.665993187,1.045058634,122.34375,0.951249891,1.741060563,5.785850643,54040,96.24583721,1.196011528,,,,,,,,,,,,,3.754165024,1.19601246,,,,,,,,,,,,
1916,Metallic Cr,0.546683252,1.516349704,0.749645307,150.46875,0.834301345,1.136724439,2.793655819,58541,94.36200261,1.349115465,,,,,,,,,,,,,,,,,,,,,5.637998506,1.349116117,,,,
1917,Ca rich,0.810085182,1.814527651,0.914434697,77.34375,1.015594648,1.659267042,4.211450588,57257,88.59165907,1.214885805,,,,,,,,,,,5.164917186,1.022396144,2.688742056,0.525482604,,,3.554685786,0.488361111,,,,,,,,
